"Sort","Site","Date","time collected","time burnt","BurnSession","replicate","species_code","species_name","Taxonomic_status","Accepted_name","Accepted_family","growth_form","Vegtype","TimeToFlaming(s)","PostBurntMassEstimate(%)","MaximumFlameTemperature(°C)","blowtorch","FlammabilityIndex","FMC(%)","FMC_proportion","DataSource","Origin"
209,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,35.031847133758,213.5,1,0.633948999978084,76.8518518518518,0.768518518518518,"MSc","Native"
210,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,40.5940594059406,446,1,0.982546569263668,66.542750929368,0.66542750929368,"MSc","Native"
211,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,35.2517985611511,658.7,1,1.19206105107692,49.0983129726585,0.490983129726585,"MSc","Native"
212,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,45.8646616541353,342.9,1,0.909109509866747,59.65801139962,0.5965801139962,"MSc","Native"
213,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,38.7096774193548,526.5,1,1.06328291445292,53.3570475767008,0.533570475767008,"MSc","Native"
214,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",120,50.7246376811594,492.4,1,1.14672168802782,53.1956735496559,0.531956735496559,"MSc","Native"
215,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",89,65.6976744186046,672.2,1,1.7865587223288,61.4127262113252,0.614127262113252,"MSc","Alien"
216,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",11,64.8,716,1,2.48182573612253,59.1397849462366,0.591397849462366,"MSc","Alien"
217,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",120,40.5660377358491,415.6,1,0.944300124154517,76.8817204301075,0.768817204301075,"MSc","Alien"
218,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",108,44.5454545454545,705.3,0,1.44770838004601,46.136233543217,0.461362335432169,"MSc","Alien"
219,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",120,59.5238095238095,777.8,1,1.59531030462793,55.3763440860215,0.553763440860215,"MSc","Alien"
220,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,41.4634146341463,562.8,1,1.137481925107,66.9675090252708,0.669675090252708,"MSc","Alien"
221,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",50,60.6382978723404,644,1,2.02329097579764,54.4,0.544,"MSc","Alien"
222,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",42,65.5737704918033,769.9,0,2.29889844311963,53.0718954248366,0.530718954248366,"MSc","Alien"
223,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",120,42.4657534246575,670.6,1,1.2825760315476,44.9064449064449,0.449064449064449,"MSc","Alien"
224,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",75,62.1951219512195,669.5,1,1.86312051562555,53.8327526132404,0.538327526132404,"MSc","Alien"
225,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",33,59.2592592592593,490.1,0,1.95835972311034,53.5315985130112,0.535315985130112,"MSc","Native"
226,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",34,68.1818181818182,718.8,1,2.32912254914173,54.6436285097192,0.546436285097192,"MSc","Native"
227,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",21,74.468085106383,575.5,0,2.32448365010784,60.632183908046,0.60632183908046,"MSc","Native"
228,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",120,14.2857142857143,407.2,1,0.658190328291726,59.2857142857143,0.592857142857143,"MSc","Native"
229,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",85,75,547.5,1,1.76177263177126,66.243654822335,0.66243654822335,"MSc","Native"
230,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",120,48.1707317073171,795.1,1,1.49783944222013,56.2142857142857,0.562142857142857,"MSc","Native"
231,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",45,59.375,558.4,0,1.94484200389757,53.0241935483871,0.530241935483871,"MSc","Native"
232,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",40,70,666.5,0,2.23289790201273,47.8260869565217,0.478260869565217,"MSc","Native"
233,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",42,7.40740740740741,603.5,1,1.48112065203049,49.1094147582697,0.491094147582697,"MSc","Native"
234,"George",2018-05-26,"AM",NA,"10AM - 1PM",4,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",120,35.7142857142857,498.2,1,0.996536994262399,59.7131681877445,0.597131681877445,"MSc","Native"
235,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,42.2222222222222,557.5,1,1.13882342194208,61.3812544045102,0.613812544045102,"MSc","Native"
236,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",81,52.1276595744681,751.3,1,1.80965728166725,56.6339700567888,0.566339700567889,"MSc","Native"
237,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",65,77.0491803278689,680.4,1,2.11584830487281,48.3619344773791,0.483619344773791,"MSc","Native"
238,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,44.7368421052632,533.6,1,1.13535856174647,65.8333333333333,0.658333333333333,"MSc","Native"
239,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,25.8620689655172,378.2,1,0.743396133302674,80.939226519337,0.80939226519337,"MSc","Native"
240,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,25.1184834123223,374.8,1,0.731352858978294,68.411214953271,0.68411214953271,"MSc","Native"
241,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,78,801,1,1.8180487804878,50.8058326937836,0.508058326937836,"MSc","Native"
242,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",40,62.5,670.7,1,2.15948281112025,60.2238805970149,0.602238805970149,"MSc","Native"
243,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,24.5714285714286,498.4,1,0.879922570654278,53.464322647363,0.53464322647363,"MSc","Native"
244,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",74,38.0434782608696,439.9,1,1.33151442457268,56.3470319634703,0.563470319634703,"MSc","Native"
245,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",55,68.4647302904564,623.1,1,2.03761402070406,62.3931623931624,0.623931623931624,"MSc","Alien"
246,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",14,75.9615384615385,713,0,2.57014045529392,63.8432364096081,0.638432364096081,"MSc","Alien"
247,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",23,55.7251908396947,469.9,1,1.97940995952973,77.7949113338473,0.777949113338473,"MSc","Alien"
248,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",120,38.7755102040816,480.2,1,1.00617060928692,51.8947368421053,0.518947368421053,"MSc","Alien"
249,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",120,55.3571428571429,636.2,1,1.37483209141883,59.7350993377483,0.597350993377483,"MSc","Alien"
250,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,58.9473684210526,491.9,1,1.23233586386721,68.0208937899013,0.680208937899013,"MSc","Alien"
251,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",40,61.6071428571429,396.6,1,1.80792144618878,57.1087216248507,0.571087216248507,"MSc","Alien"
252,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",51,61.2903225806452,729.9,0,2.12903689919465,57.1428571428572,0.571428571428572,"MSc","Alien"
253,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",100,47.4576271186441,676.1,0,1.50846291247144,47.7485928705441,0.477485928705441,"MSc","Alien"
254,"George",2018-05-26,"AM",NA,"10AM - 1PM",5,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,49.7435897435897,758.5,1,1.4686423865103,50.9433962264151,0.509433962264151,"MSc","Alien"
255,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",48,64.8148148148148,594,1,2.02133816469251,51.5748031496063,0.515748031496063,"MSc","Native"
256,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",55,73.2394366197183,665.5,0,2.14062404174445,45.9677419354839,0.459677419354839,"MSc","Native"
257,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",25,65.9090909090909,739.5,0,2.40612932559356,56.7594433399602,0.567594433399602,"MSc","Native"
258,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",49,55.5555555555556,482.4,0,1.77656968423617,62.9032258064516,0.629032258064516,"MSc","Native"
259,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",56,49.3506493506493,488.3,0,1.66052629809824,60.4828462515883,0.604828462515883,"MSc","Native"
260,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",40,62.6865671641791,611.3,0,2.08728218776402,50,0.5,"MSc","Native"
261,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",31,55.421686746988,521.7,1,1.97422936470464,53.0959752321982,0.530959752321982,"MSc","Native"
262,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",56,76.5957446808511,711.6,0,2.22504407114356,46.0972017673049,0.460972017673049,"MSc","Native"
263,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",11,48.3870967741936,459.5,0,1.98946569050685,68.0628272251309,0.680628272251309,"MSc","Native"
264,"George",2018-06-07,"AM",NA,"10AM - 1PM",5,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",60,40.2684563758389,698.8,1,1.79473720134984,56.2073669849932,0.562073669849932,"MSc","Native"
265,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,30.2325581395349,611.4,1,1.08036905088152,54.8844537815126,0.548844537815126,"MSc","Native"
266,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",50,53.5353535353535,719.8,0,2.04342839189373,55.7068062827225,0.557068062827225,"MSc","Native"
267,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",80,56.9230769230769,620.6,0,1.70511298025685,55.0925925925926,0.550925925925926,"MSc","Native"
268,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,40.5660377358491,342,1,0.85241498058398,57.4858757062147,0.574858757062147,"MSc","Native"
269,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",108,28.4090909090909,510.4,1,1.03515249784776,67.0141474311243,0.670141474311243,"MSc","Native"
270,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,37.219730941704,432.3,1,0.930053650261902,69.004329004329,0.69004329004329,"MSc","Native"
271,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,56.7567567567568,740,1,1.51909898388386,52.5514771709937,0.525514771709937,"MSc","Native"
272,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,50,593,1,1.26471483815962,60.1241272304112,0.601241272304112,"MSc","Native"
273,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,39.3939393939394,463,1,0.991183415409231,51.0994764397906,0.510994764397906,"MSc","Native"
274,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",120,33.7278106508876,517.1,1,0.999298737020347,54.3869516310461,0.543869516310461,"MSc","Native"
275,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",120,37.2448979591837,740.3,1,1.31483694784208,61.106590724166,0.61106590724166,"MSc","Alien"
276,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",30,48.75,604.3,0,2.01571244785482,58.1508515815085,0.581508515815085,"MSc","Alien"
277,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",120,58.3333333333333,555.8,1,1.30567126457781,78.7442773054284,0.787442773054284,"MSc","Alien"
278,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",120,55.1020408163265,532.9,1,1.24319283573482,70.1468189233279,0.701468189233279,"MSc","Alien"
279,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",77,10.7692307692308,678,0,1.31772087189325,49.5379876796715,0.495379876796715,"MSc","Alien"
280,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,42.8571428571428,509.8,1,1.08593178387643,61.2834224598931,0.61283422459893,"MSc","Alien"
281,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",47,63.2075471698113,666.8,0,2.10370118058823,55.543710021322,0.55543710021322,"MSc","Alien"
282,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",46,85.9504132231405,745.5,0,2.44880944022552,53.7180910099889,0.537180910099889,"MSc","Alien"
283,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",120,60.3448275862069,611.7,1,1.39655518910865,51.5806988352745,0.515806988352745,"MSc","Alien"
284,"George",2018-06-07,"AM",NA,"10AM - 1PM",6,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,26.1194029850746,585.6,1,1.00502134436069,50.6912442396314,0.506912442396314,"MSc","Alien"
285,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",40,67.7966101694915,705.8,0,2.25885284981206,46.3362068965517,0.463362068965517,"MSc","Native"
286,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",120,52.3809523809524,622.5,1,1.32651476595023,38.255033557047,0.38255033557047,"MSc","Native"
287,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",24,60,592.9,0,2.16946804299504,48.5013623978202,0.485013623978202,"MSc","Native"
288,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",16,43.75,504.1,0,1.95484645717244,67.0454545454545,0.670454545454545,"MSc","Native"
289,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",120,66.0377358490566,555.2,1,1.38572447119426,42.3326133909287,0.423326133909287,"MSc","Native"
290,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",63,58.0246913580247,551.2,1,1.77169146629044,43.7606837606837,0.437606837606837,"MSc","Native"
291,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",47,58.8235294117647,571.6,0,1.93887102205457,51.5759312320917,0.515759312320917,"MSc","Native"
292,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",96,66.3716814159292,801,0,1.89609324411828,35.6037151702786,0.356037151702786,"MSc","Native"
293,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",36,35.5555555555556,446,0,1.62970372400353,46.8599033816425,0.468599033816425,"MSc","Native"
294,"George",2018-07-24,"AM",NA,"10AM - 1PM",6,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",120,54.1666666666667,622,1,1.3446187692214,63.6752136752137,0.636752136752137,"MSc","Native"
295,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,11.2,424.7,1,0.647675649340763,50.4854368932039,0.504854368932039,"MSc","Native"
296,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",120,25,557.9,1,0.958699491489297,53.9544962080173,0.539544962080173,"MSc","Native"
297,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",120,56.4516129032258,654.4,1,1.40903227770951,50.1724137931035,0.501724137931035,"MSc","Native"
298,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,14.1566265060241,377.5,1,0.619757829160801,52.1235521235521,0.521235521235521,"MSc","Native"
299,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,15.4929577464789,409,1,0.673098853159761,78.0294450736127,0.780294450736127,"MSc","Native"
300,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,14.792899408284,582.9,1,0.882860398379929,66.2094763092269,0.662094763092269,"MSc","Native"
301,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,42.4603174603175,717.8,1,1.34144536228669,48.0161012075906,0.480161012075906,"MSc","Native"
302,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,28.9156626506024,360.7,1,0.753573937661673,58.7919463087248,0.587919463087248,"MSc","Native"
303,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,16.1111111111111,437.5,1,0.715162449377303,46.2235649546828,0.462235649546828,"MSc","Native"
304,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",120,39.0243902439024,424.1,1,0.938743361399084,54.2553191489362,0.542553191489362,"MSc","Native"
305,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",120,56.1497326203209,541.1,1,1.26441802644308,60.0621118012422,0.600621118012422,"MSc","Alien"
306,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",33,60.5769230769231,730.6,0,2.272428812015,56.8602425015954,0.568602425015954,"MSc","Alien"
307,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",39,47.0914127423823,650.2,1,1.98062087911022,74.1025641025641,0.741025641025641,"MSc","Alien"
308,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",78,45.9821428571428,679.7,0,1.68081603679199,55.7546519641626,0.557546519641626,"MSc","Alien"
309,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",120,69,782.2,1,1.70018787491246,45.4887218045113,0.454887218045113,"MSc","Alien"
310,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,28.5714285714286,450.2,1,0.861699008643377,66.7041619797525,0.667041619797525,"MSc","Alien"
311,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",36,47.1428571428571,688.7,0,2.0542253367959,50,0.5,"MSc","Alien"
312,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",102,66.0516605166052,683.2,0,1.69567076007839,52.5706940874036,0.525706940874036,"MSc","Alien"
313,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",120,45.8937198067633,730.2,1,1.39293486535256,44.9294828744124,0.449294828744124,"MSc","Alien"
314,"George",2018-07-24,"AM",NA,"10AM - 1PM",7,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",89,33.3333333333333,545.7,1,1.28920023750799,49.9248120300752,0.499248120300752,"MSc","Alien"
