"Sort","Site","Date","time collected","time burnt","BurnSession","replicate","species_code","species_name","Taxonomic_status","Accepted_name","Accepted_family","growth_form","Vegtype","TimeToFlaming(s)","PostBurntMassEstimate(%)","MaximumFlameTemperature(°C)","blowtorch","FlammabilityIndex","FMC(%)","FMC_proportion","DataSource","Origin"
103,"Cederberg",2024-12-12,"AM","16:23","2PM - 5PM",3,"KNIUVA","Kniphofia uvaria","Accepted","Kniphofia uvaria","Asphodelaceae","Herb","Fynbos",120,95,337.6,1,1.41781462196644,86.0759493670886,0.860759493670886,"PhD","Native"
104,"Cederberg",2024-12-12,"AM","16:27","2PM - 5PM",3,"LEUPUB","Leucadendron pubescens","Accepted","Leucadendron pubescens","Proteaceae","Shrub","Fynbos",120,95,170.2,1,1.2088258579215,83.7182448036952,0.837182448036952,"PhD","Native"
105,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",46,75,570.4,0,2.11536189519199,47.5728806902362,0.475728806902362,"MSc","Native"
106,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",74,58.3333333333333,510.8,0,1.63282482263025,54.4956827293285,0.544956827293285,"MSc","Native"
107,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",120,84.375,626.3,1,1.66680616455041,45.8911638626613,0.458911638626613,"MSc","Native"
108,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",120,27.2727272727273,204.3,1,0.541087221903884,49.065871446295,0.49065871446295,"MSc","Native"
109,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",120,51.1627906976744,453.7,1,1.10300234463019,61.823895940596,0.61823895940596,"MSc","Native"
110,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",120,44.8275862068966,185.6,1,0.701853339339283,46.7080150052082,0.467080150052082,"MSc","Native"
111,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",10,72.3076923076923,616.4,0,2.44455371217498,51.7757046320651,0.517757046320651,"MSc","Native"
112,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",120,75.9259259259259,229,1,1.08218893050354,42.5884498080866,0.425884498080866,"MSc","Native"
113,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",120,38.4615384615385,208.3,1,0.663427048272211,56.9900131448954,0.569900131448954,"MSc","Native"
114,"George",2018-03-27,"AM",NA,"10AM - 1PM",21,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",120,32.8413284132841,97.8,1,0.466530822611597,49.4229801413937,0.494229801413937,"MSc","Native"
115,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,13.5135135135135,466.1,1,0.723624720911649,52.1968502129642,0.521968502129642,"MSc","Native"
116,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",70,62.1212121212121,207,0,1.32660878447395,48.970741773049,0.48970741773049,"MSc","Native"
117,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",38,37.5,598.9,0,1.82431640327639,49.5549638131116,0.495549638131116,"MSc","Native"
118,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,38.255033557047,171.1,1,0.614819317562001,54.2205839541584,0.542205839541584,"MSc","Native"
119,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,23.2142857142857,203.4,1,0.497399483224367,70.9545780557839,0.709545780557839,"MSc","Native"
120,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,24.6006389776358,355.4,1,0.701702082246798,53.9204088439075,0.539204088439075,"MSc","Native"
121,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,37.8640776699029,299,1,0.770394454244532,51.6999668244766,0.516999668244767,"MSc","Native"
122,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,31.3513513513514,210.6,1,0.591728203950731,53.3079791268896,0.533079791268896,"MSc","Native"
123,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,53.8461538461538,613.4,1,1.33052071402304,51.171686432439,0.51171686432439,"MSc","Native"
124,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",78,68.2926829268293,497.9,0,1.68783833563192,50.3261070780134,0.503261070780133,"MSc","Native"
125,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",120,51.5151515151515,615.5,1,1.30869533925166,66.6492618826986,0.666492618826986,"MSc","Alien"
126,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",30,55.9748427672956,734.4,1,2.25390716160713,59.1465674307687,0.591465674307687,"MSc","Alien"
127,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",120,55.2083333333333,361.2,1,1.02995055723029,75.5830363770864,0.755830363770864,"MSc","Alien"
128,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",75,58.4699453551913,629,0,1.77348979259732,53.2268544068417,0.532268544068417,"MSc","Alien"
129,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",120,65.0793650793651,721.4,1,1.58316390226503,53.1764933891857,0.531764933891857,"MSc","Alien"
130,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,26.25,187.7,1,0.509636962942663,66.8451898982028,0.668451898982028,"MSc","Alien"
131,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",120,38.3177570093458,531.3,1,1.06516503902832,50.4014475134607,0.504014475134607,"MSc","Alien"
132,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",120,47.4576271186441,669.6,1,1.33368138937531,48.5110394720018,0.485110394720018,"MSc","Alien"
133,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",120,28.3333333333333,575.4,1,1.01550653146981,47.644248291873,0.47644248291873,"MSc","Alien"
134,"George",2018-03-27,"AM",NA,"10AM - 1PM",1,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,13.6363636363636,136.1,1,0.312928130302754,48.0698259305857,0.480698259305857,"MSc","Alien"
135,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",25,50.6493506493506,492.3,0,1.93747391504996,48.7040280210158,0.487040280210157,"MSc","Native"
136,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",120,48.7179487179487,633.9,0,1.3023301080029,50.9803921568628,0.509803921568628,"MSc","Native"
137,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",27,67.2727272727273,472.2,0,2.07005634586479,52.027027027027,0.52027027027027,"MSc","Native"
138,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",22,64.7058823529412,495.9,0,2.1143904588418,56.5151515151515,0.565151515151515,"MSc","Native"
139,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",120,74.6153846153846,450.1,1,1.34447419150077,53.5512510088781,0.535512510088781,"MSc","Native"
140,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",120,30.1369863013699,345,1,0.746782442428088,47.1027131782946,0.471027131782946,"MSc","Native"
141,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",103,47.6190476190476,482.1,0,1.24295860574978,44.1827541827542,0.441827541827542,"MSc","Native"
142,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",4,77.6119402985075,668.2,0,2.614852793673,43.8738738738739,0.438738738738739,"MSc","Native"
143,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",120,70.1754385964912,665,1,1.56619854193811,50.9776536312849,0.509776536312849,"MSc","Native"
144,"George",2018-04-09,"AM",NA,"10AM - 1PM",1,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",120,19.8198198198198,419.8,1,0.731961284386606,58.2790091264668,0.582790091264668,"MSc","Native"
145,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,44.8275862068966,470,1,1.05690951911456,59.9624463519313,0.599624463519313,"MSc","Native"
146,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",53,59.7122302158273,716.9,0,2.07958979486731,51.8100701083493,0.518100701083493,"MSc","Native"
147,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",120,44.2622950819672,557.3,1,1.15996962014196,48.1185567010309,0.481185567010309,"MSc","Native"
148,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,52.6881720430108,475.1,1,1.14571685078938,55.8038768529076,0.558038768529076,"MSc","Native"
149,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,43.4782608695652,245,1,0.761859181855131,68.9473684210526,0.689473684210526,"MSc","Native"
150,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,25.8241758241758,340.5,1,0.695932550139182,60.2107481559536,0.602107481559536,"MSc","Native"
151,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,28.8135593220339,419,1,0.825287117849278,49.0634005763689,0.490634005763689,"MSc","Native"
152,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,28.8888888888889,198.9,1,0.551295636551871,52.7747989276139,0.527747989276139,"MSc","Native"
153,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,15.5251141552511,243.4,1,0.466694530266836,48.2468168462292,0.482468168462292,"MSc","Native"
154,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",120,38.3333333333333,249.9,1,0.714017539051795,58.0952380952381,0.580952380952381,"MSc","Native"
155,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",120,32.9383886255924,728.6,0,1.25506437667284,60.2256345973049,0.602256345973049,"MSc","Alien"
156,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",30,57.6576576576577,527.1,0,2.01275469769578,62.3370786516854,0.623370786516854,"MSc","Alien"
157,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",120,58.5106382978723,414.3,1,1.13087662217765,80.5773195876289,0.805773195876289,"MSc","Alien"
158,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",120,32.0441988950276,598.9,1,1.08376369250067,52.7848837209302,0.527848837209302,"MSc","Alien"
159,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",23,65.4320987654321,595.1,0,2.23751873505002,61.5748792270531,0.615748792270531,"MSc","Alien"
160,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,45.6896551724138,175.1,1,0.697785936208839,69.6061479346782,0.696061479346782,"MSc","Alien"
161,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",120,36.9369369369369,618.7,0,1.15979687552721,52.2568093385214,0.522568093385214,"MSc","Alien"
162,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",22,50,719.7,0,2.23955878322828,53.9365452408931,0.539365452408931,"MSc","Alien"
163,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",27,36.734693877551,526.3,0,1.81731998453899,45.9375,0.459375,"MSc","Alien"
164,"George",2018-04-09,"AM",NA,"10AM - 1PM",2,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,36,537.1,1,1.04809780457355,51.8681318681319,0.518681318681319,"MSc","Alien"
165,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",40,65.2173913043478,558.5,0,2.04790737453051,53.4223706176962,0.534223706176962,"MSc","Native"
166,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",52,68.1818181818182,646.3,0,2.08861068896695,48.4552845528455,0.484552845528455,"MSc","Native"
167,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",11,83.3333333333333,613,0,2.54761045644164,48.3668341708543,0.483668341708543,"MSc","Native"
168,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",37,40,440.9,0,1.66161581559636,56.1357702349869,0.561357702349869,"MSc","Native"
169,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",73,69.4214876033058,689.1,0,1.98004530846218,63.1111111111111,0.631111111111111,"MSc","Native"
170,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",120,64.5161290322581,460.6,1,1.25166378376361,47.2402597402597,0.472402597402597,"MSc","Native"
171,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",84,51.4563106796116,585.2,1,1.57025051269385,52.1591871295512,0.521591871295512,"MSc","Native"
172,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",51,67.2131147540984,580.6,0,2.00476197785555,47.0344827586207,0.470344827586207,"MSc","Native"
173,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",32,54.0983606557377,574.5,1,2.0179348485325,47.6811594202899,0.476811594202899,"MSc","Native"
174,"George",2018-05-08,"AM",NA,"10AM - 1PM",2,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",96,38.3647798742138,645.6,1,1.40835483487334,58.9275191514437,0.589275191514437,"MSc","Native"
175,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,47.5352112676056,432.2,1,1.03811555119824,61.1729019211324,0.611729019211324,"MSc","Native"
176,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",120,70.9558823529412,753.8,0,1.68524510699502,56.5746219592373,0.565746219592373,"MSc","Native"
177,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",120,67.7966101694915,539.1,1,1.38407132671593,56,0.56,"MSc","Native"
178,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,52.3529411764706,716.2,1,1.44319976643256,69.1065662002153,0.691065662002153,"MSc","Native"
179,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"OSTMON","Osteospermum moniliferum","Accepted","Osteospermum moniliferum","Asteraceae","Shrub","Thicket",120,48.7179487179487,413.8,1,1.02754858490676,67.0702179176755,0.670702179176755,"MSc","Native"
180,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"SIDINE","Sideroxylon inerme","Accepted","Sideroxylon inerme","Sapotaceae","Tree","Thicket",120,36.7469879518072,536.4,1,1.05505816084288,49.4084047327621,0.494084047327622,"MSc","Native"
181,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"CASPER","Cassine peragua","Accepted","Cassine peragua","Celastraceae","Tree","Thicket",120,68.4615384615385,674.2,1,1.55970913468858,52.0057306590258,0.520057306590258,"MSc","Native"
182,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"GYMBUX","Gymnosporia buxifolia","Accepted","Gymnosporia buxifolia","Celastraceae","Shrub","Thicket",120,35.7664233576642,206.4,1,0.632789171982592,58.0882352941177,0.580882352941177,"MSc","Native"
183,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"SCOZEY","Scolopia zeyheri","Accepted","Scolopia zeyheri","Salicaceae","Tree","Thicket",120,43.8202247191011,494.5,1,1.07693127493073,50.945179584121,0.50945179584121,"MSc","Native"
184,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"OSYCOM","Osyris compressa","Accepted","Osyris compressa","Santalaceae","Shrub","Thicket",120,53.8461538461538,665.9,1,1.39606378518409,53.9051918735892,0.539051918735892,"MSc","Native"
185,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"PINPIN","Pinus pinaster","Accepted","Pinus pinaster","Pinaceae","Tree","IAPs",63,76.8987341772152,697.4,0,2.15216059232844,60.7484769364665,0.607484769364665,"MSc","Alien"
186,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"PINRAD","Pinus radiata","Accepted","Pinus radiata","Pinaceae","Tree","IAPs",35,42.3076923076923,543.3,0,1.83032530865499,66.0363636363636,0.660363636363636,"MSc","Alien"
187,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"CESLAE","Cestrum laevigatum","Accepted","Cestrum laevigatum","Solanaceae","Shrub","IAPs",40,57.3426573426573,491.3,1,1.88142357018761,78.3256880733945,0.783256880733945,"MSc","Alien"
188,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ACACYC","Acacia cyclops","Accepted","Acacia cyclops","Fabaceae","Tree","IAPs",120,39.7058823529412,362.9,1,0.86948622328259,54.5302013422819,0.545302013422819,"MSc","Alien"
189,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ACAMEL","Acacia melanoxylon","Accepted","Acacia melanoxylon","Fabaceae","Tree","IAPs",65,65.0537634408602,664.1,0,1.96969315008482,50.5598621877692,0.505598621877692,"MSc","Alien"
190,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ACASAL","Acacia saligna","Accepted","Acacia saligna","Fabaceae","Tree","IAPs",120,56.0747663551402,579.1,1,1.31107249400752,70.2154626108999,0.702154626108999,"MSc","Alien"
191,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"ACAMEA","Acacia mearnsii","Accepted","Acacia mearnsii","Fabaceae","Tree","IAPs",30,62.4113475177305,664.6,0,2.23427089386839,58.2530120481928,0.582530120481928,"MSc","Alien"
192,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"EUCCAM","Eucalyptus camaldulensis","Accepted","Eucalyptus camaldulensis","Myrtaceae","Tree","IAPs",58,67.8048780487805,721,0,2.12791584136724,55.2430695058256,0.552430695058256,"MSc","Alien"
193,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"CALVIM","Callistemon viminalis","Synonym","Melaleuca viminalis","Myrtaceae","Tree","IAPs",120,39.3939393939394,550,1,1.09979764761897,47.0840480274442,0.470840480274442,"MSc","Alien"
194,"George",2018-05-08,"AM",NA,"10AM - 1PM",3,"LEPLAE","Leptospermum laevigatum","Accepted","Leptospermum laevigatum","Myrtaceae","Tree","IAPs",120,45.6140350877193,328.1,1,0.888004083470758,56.0869565217391,0.560869565217391,"MSc","Alien"
195,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"PASRIG","Passerina rigida","Accepted","Passerina rigida","Thymelaeaceae","Shrub","Fynbos",24,69.2307692307692,474.1,0,2.11796394282007,51.8151815181519,0.518151815181518,"MSc","Native"
196,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ERIDIS","Erica discolor","Accepted","Erica discolor","Ericaceae","Shrub","Fynbos",120,46.2686567164179,758.8,1,1.43257249879224,45.2922077922078,0.452922077922078,"MSc","Native"
197,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ERICAN","Erica canaliculata","Accepted","Erica canaliculata","Ericaceae","Shrub","Fynbos",63,70.9677419354839,651,0,2.03202991245208,52.970297029703,0.52970297029703,"MSc","Native"
198,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"CLIERI","Cliffortia ericifolia","Accepted","Cliffortia ericifolia","Rosaceae","Shrub","Fynbos",120,75,202.2,1,1.0390198227825,62.1052631578947,0.621052631578947,"MSc","Native"
199,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"CLIILI","Cliffortia ilicifolia","Accepted","Cliffortia ilicifolia","Rosaceae","Shrub","Fynbos",120,43.5897435897436,339.1,1,0.880506543181249,59.2700729927007,0.592700729927007,"MSc","Native"
200,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"AGAOVA","Agathosma ovata","Accepted","Agathosma ovata","Rutaceae","Shrub","Fynbos",86,41.6666666666667,651.3,1,1.53343381748424,46.1240310077519,0.461240310077519,"MSc","Native"
201,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"METMUR","Metalasia muricata","Accepted","Metalasia muricata","Asteraceae","Shrub","Fynbos",51,67.6056338028169,538.6,1,1.95644418412059,53.8123167155425,0.538123167155425,"MSc","Native"
202,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"PHYAXI","Phylica axillaris","Accepted","Phylica axillaris","Rhamnaceae","Shrub","Fynbos",120,78.5714285714286,623.4,1,1.60231896540474,45.3225806451613,0.453225806451613,"MSc","Native"
203,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"ASPSPI","Aspalathus spinosa","Accepted","Aspalathus spinosa","Fabaceae","Shrub","Fynbos",5,44.2857142857143,494.5,1,2.04014657201147,44.6393762183236,0.446393762183236,"MSc","Native"
204,"George",2018-05-22,"AM",NA,"10AM - 1PM",3,"LEUEUC","Leucadendron eucalyptifolium","Accepted","Leucadendron eucalyptifolium","Proteaceae","Shrub","Fynbos",58,53.2467532467532,540.8,1,1.75026428003956,57.7803203661327,0.577803203661327,"MSc","Native"
205,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"PTETRI","Pterocelastrus tricuspidatus","Accepted","Pterocelastrus tricuspidatus","Celastraceae","Tree","Thicket",120,28.448275862069,552,1,0.98749854313731,57.5951903807615,0.575951903807615,"MSc","Native"
206,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"SEALUC","Searsia lucida","Accepted","Searsia lucida","Anacardiaceae","Shrub","Thicket",120,42.9752066115703,556.3,1,1.14522244795296,54.653937947494,0.54653937947494,"MSc","Native"
207,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"TARLIT","Tarchonanthus littoralis","Accepted","Tarchonanthus littoralis","Asteraceae","Tree","Thicket",32,76,730,0,2.44176730306629,45.531914893617,0.45531914893617,"MSc","Native"
208,"George",2018-05-22,"AM",NA,"10AM - 1PM",4,"DIODIC","Diospyros dichrophylla","Accepted","Diospyros dichrophylla","Ebenaceae","Shrub","Thicket",120,50,473.8,1,1.11590085563777,57.926221335992,0.57926221335992,"MSc","Native"
