"unique_ID","scientific_name_original","genus_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","latitude","longitude","subregion","replicate","date","collector","sample","num_leaves","leaf_area_cm2","leaf_length_cm","avg_leaf_width_cm","max_leaf_width_cm","leaf_thickness_mm","leaf_fresh_wgt_g","leaf_dry_wgt_g","twig_fresh_g","twig_dry_g","lma","fwc","succulence","ldmc","lwr","twig_fwc"
"715_10_baviaanskloof","Erica thamnoides","Erica","Ericaceae","Erica thamnoides","E.G.H.Oliv.","Ericaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",10,"270",2.7,0.17,0.05,0.05,0.16,0.062,0.036,0.3,0.173,0.013333333,0.722222222,0.00962963,0.580645161,3.4,0.734104046
"715_11_baviaanskloof","Senecio hollandii","Senecio","Asteraceae","Senecio hollandii","Compton","Asteraceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",11,"2",5.72,2.9,1,1.4,0.536,0.249,0.082,0.392,0.161,0.014335664,2.036585366,0.029195804,0.329317269,2.9,1.434782609
"715_11_baviaanskloof","Senecio hollandii","Senecio","Asteraceae","Senecio hollandii","Compton","Asteraceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",11,"2",6.44,3.3,1.1,1.7,0.511,0.296,0.092,0.537,0.21,0.014285714,2.217391304,0.031677019,0.310810811,3,1.557142857
"715_11_baviaanskloof","Senecio hollandii","Senecio","Asteraceae","Senecio hollandii","Compton","Asteraceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",11,"1",3.79,3,1.3,1.9,0.602,0.179,0.049,0.622,0.202,0.01292876,2.653061224,0.034300792,0.273743017,2.307692308,2.079207921
"715_12_baviaanskloof","Erica chamissonis","Erica","Ericaceae","Erica chamissonis","Klotzsch ex Benth.","Ericaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",12,"190",4.99,0.3,0.11,0.12,0.408,0.243,0.113,0.164,0.098,0.022645291,1.150442478,0.026052104,0.465020576,2.727272727,0.673469388
"715_12_baviaanskloof","Erica chamissonis","Erica","Ericaceae","Erica chamissonis","Klotzsch ex Benth.","Ericaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",12,"160",3.9,0.032,0.11,0.11,0.327,0.174,0.092,0.238,0.147,0.023589744,0.891304348,0.021025641,0.528735632,0.290909091,0.619047619
"715_12_baviaanskloof","Erica chamissonis","Erica","Ericaceae","Erica chamissonis","Klotzsch ex Benth.","Ericaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",12,"240",5.63,0.28,0.09,0.09,0.258,0.224,0.117,0.184,0.118,0.020781528,0.914529915,0.019005329,0.522321429,3.111111111,0.559322034
"715_13_baviaanskloof","Amphithalea williamsonii","Amphithalea","Fabaceae","Amphithalea williamsonii","Harv.","Fabaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",13,"17",2.57,1,0.2,0.3,0.402,0.068,0.041,0.275,0.17,0.015953307,0.658536585,0.010505837,0.602941176,5,0.617647059
"715_13_baviaanskloof","Amphithalea williamsonii","Amphithalea","Fabaceae","Amphithalea williamsonii","Harv.","Fabaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",13,"13",2.78,0.9,0.3,0.4,0.443,0.077,0.046,0.204,0.126,0.016546763,0.673913043,0.011151079,0.597402597,3,0.619047619
"715_13_baviaanskloof","Amphithalea williamsonii","Amphithalea","Fabaceae","Amphithalea williamsonii","Harv.","Fabaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",13,"13",2.38,0.8,0.3,0.4,0.394,0.059,0.04,0.329,0.216,0.016806723,0.475,0.007983193,0.677966102,2.666666667,0.523148148
"715_14_baviaanskloof","Pelargonium zonale","Pelargonium","Geraniaceae","Pelargonium zonale","(L.) L'Hér.","Geraniaceae",-33.69295,24.13646,"baviaanskloof","3",2011-07-15,"DEB",14,"1",66.17,9.5,7,9.9,0.294,2.282,0.629,1.475,0.35,0.009505818,2.627980922,0.024981109,0.275635408,1.357142857,3.214285714
"715_14_baviaanskloof","Pelargonium zonale","Pelargonium","Geraniaceae","Pelargonium zonale","(L.) L'Hér.","Geraniaceae",-33.69295,24.13646,"baviaanskloof","1",2011-07-15,"DEB",14,"1",28.67,6.2,4.6,6.4,0.275,1.099,0.325,1.73,0.514,0.011335891,2.381538462,0.026996861,0.295723385,1.347826087,2.365758755
"715_14_baviaanskloof","Pelargonium zonale","Pelargonium","Geraniaceae","Pelargonium zonale","(L.) L'Hér.","Geraniaceae",-33.69295,24.13646,"baviaanskloof","2",2011-07-15,"DEB",14,"1",69.52,9.8,7.1,10.3,0.329,2.819,0.653,1.709,0.357,0.00939298,3.316998469,0.031156502,0.231642426,1.38028169,3.787114846
"715_15_baviaanskloof","Relhania decussata","Relhania","Asteraceae","Relhania decussata","L'Hér.","Asteraceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",15,"50",1.74,0.47,0.08,0.1,0.43,0.079,0.052,0.18,0.115,0.029885057,0.519230769,0.015517241,0.658227848,5.875,0.565217391
"715_15_baviaanskloof","Relhania decussata","Relhania","Asteraceae","Relhania decussata","L'Hér.","Asteraceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",15,"60",1.68,0.49,0.09,0.1,0.348,0.077,0.051,0.251,0.156,0.030357143,0.509803922,0.01547619,0.662337662,5.444444444,0.608974359
"715_15_baviaanskloof","Relhania decussata","Relhania","Asteraceae","Relhania decussata","L'Hér.","Asteraceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",15,"100",3.37,0.41,0.1,0.12,0.474,0.133,0.086,0.197,0.126,0.025519288,0.546511628,0.013946588,0.646616541,4.1,0.563492063
"715_16_baviaanskloof","Tetraria involucrata","Tetraria","Cyperaceae","Tetraria involucrata","(Rottb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",16,"1",15.87,45.7,0.3,0.8,0.33,0.756,0.343,1.074,0.463,0.021613106,1.204081633,0.026023945,0.453703704,152.3333333,1.319654428
"715_16_baviaanskloof","Tetraria involucrata","Tetraria","Cyperaceae","Tetraria involucrata","(Rottb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",16,"1",15.77,53.8,0.3,0.9,0.331,0.805,0.347,1.121,0.437,0.022003805,1.319884726,0.029042486,0.431055901,179.3333333,1.565217391
"715_16_baviaanskloof","Tetraria involucrata","Tetraria","Cyperaceae","Tetraria involucrata","(Rottb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",16,"1",8.39,41.6,0.2,0.5,0.289,0.5,0.238,1.013,0.405,0.028367104,1.100840336,0.031227652,0.476,208,1.501234568
"715_17_baviaanskloof","Centella virgata","Centella","Apiaceae","Centella virgata","(L.f.) Drude","Apiaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",17,"6",2.44,3.1,0.1,0.3,0.688,0.184,0.066,0.145,0.061,0.02704918,1.787878788,0.048360656,0.358695652,31,1.37704918
"715_17_baviaanskloof","Centella virgata","Centella","Apiaceae","Centella virgata","(L.f.) Drude","Apiaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",17,"6",3.28,4.5,0.1,0.2,0.549,0.177,0.071,0.164,0.074,0.021646341,1.492957746,0.032317073,0.401129944,45,1.216216216
"715_17_baviaanskloof","Centella virgata","Centella","Apiaceae","Centella virgata","(L.f.) Drude","Apiaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",17,"6",2.67,4.3,0.1,0.2,0.536,0.161,0.061,0.217,0.109,0.022846442,1.639344262,0.037453184,0.378881988,43,0.990825688
"715_18_baviaanskloof","Phylica debilis",NA,NA,"Phylica debilis","Eckl. & Zeyh.","Rhamnaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",18,"114",1.51,0.21,0.08,0.12,0.303,0.078,0.04,0.146,0.095,0.026490066,0.95,0.025165563,0.512820513,2.625,0.536842105
"715_18_baviaanskloof","Phylica debilis",NA,NA,"Phylica debilis","Eckl. & Zeyh.","Rhamnaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",18,"100",1.85,0.25,0.08,0.12,0.298,0.068,0.043,0.106,0.069,0.023243243,0.581395349,0.013513514,0.632352941,3.125,0.536231884
"715_18_baviaanskloof","Phylica debilis",NA,NA,"Phylica debilis","Eckl. & Zeyh.","Rhamnaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",18,"117",1.59,0.2,0.08,0.1,0.266,0.078,0.045,0.134,0.089,0.028301887,0.733333333,0.020754717,0.576923077,2.5,0.505617978
"715_19_baviaanskloof","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",19,"3",5.35,4.5,0.5,0.7,0.517,0.251,0.117,0.737,0.334,0.021869159,1.145299145,0.025046729,0.466135458,9,1.206586826
"715_19_baviaanskloof","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",19,"3",7.26,5.5,0.5,0.7,0.536,0.349,0.164,0.348,0.156,0.022589532,1.12804878,0.025482094,0.46991404,11,1.230769231
"715_19_baviaanskloof","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",19,"2",6.11,5.3,0.6,0.9,0.532,0.328,0.142,0.508,0.207,0.023240589,1.309859155,0.030441899,0.432926829,8.833333333,1.45410628
"715_2_baviaanskloof","Protea neriifolia","Protea","Proteaceae","Protea neriifolia","R.Br.","Proteaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",2,"1",17.97,11.7,1.5,1.8,0.525,0.965,0.407,1.162,0.458,0.022648859,1.371007371,0.031051753,0.421761658,7.8,1.537117904
"715_2_baviaanskloof","Protea neriifolia","Protea","Proteaceae","Protea neriifolia","R.Br.","Proteaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",2,"1",17.7,12.4,1.4,1.9,0.525,0.963,0.384,1.205,0.455,0.021694915,1.5078125,0.032711864,0.398753894,8.857142857,1.648351648
"715_2_baviaanskloof","Protea neriifolia","Protea","Proteaceae","Protea neriifolia","R.Br.","Proteaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",2,"1",15.73,11.9,1.3,1.8,0.508,0.764,0.32,1.297,0.513,0.020343293,1.3875,0.028226319,0.418848168,9.153846154,1.528265107
"715_20_baviaanskloof","Hypodiscus striatus","Hypodiscus","Restionaceae","Hypodiscus striatus","Mast.","Restionaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",20,"stem",2.4,33.7,0.07,0.08,0.7,NA,NA,0.197,0.101,NA,NA,NA,NA,481.4285714,0.95049505
"715_20_baviaanskloof","Hypodiscus striatus","Hypodiscus","Restionaceae","Hypodiscus striatus","Mast.","Restionaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",20,"stem",2.8,39.5,0.07,0.08,0.7,NA,NA,0.293,0.154,NA,NA,NA,NA,564.2857143,0.902597403
"715_20_baviaanskloof","Hypodiscus striatus","Hypodiscus","Restionaceae","Hypodiscus striatus","Mast.","Restionaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",20,"stem",2.6,37.3,0.07,0.07,0.7,NA,NA,0.185,0.089,NA,NA,NA,NA,532.8571429,1.078651685
"715_21_baviaanskloof","Agathosma ovata","Agathosma","Rutaceae","Agathosma ovata","(Thunb.) Pillans","Rutaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",21,"13",6.05,1.3,0.5,0.6,0.604,0.294,0.128,0.394,0.23,0.021157025,1.296875,0.027438017,0.43537415,2.6,0.713043478
"715_22_baviaanskloof","Tetraria capillacea","Tetraria","Cyperaceae","Tetraria capillacea","(Thunb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",22,"5",3.92,14.5,0.07,0.08,0.235,0.144,0.077,0.051,0.03,0.019642857,0.87012987,0.017091837,0.534722222,207.1428571,0.7
"715_22_baviaanskloof","Tetraria capillacea","Tetraria","Cyperaceae","Tetraria capillacea","(Thunb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",22,"4",3.7,20,0.9,1.1,0.263,0.171,0.087,0.067,0.033,0.023513514,0.965517241,0.022702703,0.50877193,22.22222222,1.03030303
"715_22_baviaanskloof","Tetraria capillacea","Tetraria","Cyperaceae","Tetraria capillacea","(Thunb.) C.B.Clarke","Cyperaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",22,"4",2.89,10.5,0.08,0.08,0.231,0.116,0.056,0.091,0.044,0.019377163,1.071428571,0.020761246,0.482758621,131.25,1.068181818
"715_23_baviaanskloof","Erica newdigateae","Erica","Ericaceae","Erica newdigateae","Dulfer","Ericaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",23,"135",1.72,0.18,0.07,0.07,0.194,0.049,0.03,0.309,0.212,0.01744186,0.633333333,0.011046512,0.612244898,2.571428571,0.45754717
"715_23_baviaanskloof","Erica newdigateae","Erica","Ericaceae","Erica newdigateae","Dulfer","Ericaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",23,"120",1.13,0.19,0.06,0.06,0.193,0.035,0.016,0.281,0.195,0.014159292,1.1875,0.016814159,0.457142857,3.166666667,0.441025641
"715_23_baviaanskloof","Erica newdigateae","Erica","Ericaceae","Erica newdigateae","Dulfer","Ericaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",23,"125",1.93,0.21,0.07,0.07,0.216,0.067,0.036,0.194,0.123,0.01865285,0.861111111,0.016062176,0.537313433,3,0.577235772
"715_24_baviaanskloof","Protea eximia","Protea","Proteaceae","Protea eximia","(Knight) Fourc.","Proteaceae",-33.69298,24.14518,"baviaanskloof","2",2011-07-15,"DEB",24,"1",44.77,11.9,3.8,5.2,0.515,2.256,0.923,2.432,1.018,0.020616484,1.444203684,0.029774403,0.409131206,3.131578947,1.388998035
"715_24_baviaanskloof","Protea eximia","Protea","Proteaceae","Protea eximia","(Knight) Fourc.","Proteaceae",-33.69298,24.14518,"baviaanskloof","1",2011-07-15,"DEB",24,"1",61.25,13.2,4.6,6,0.523,2.917,1.174,1.502,0.063,0.019167347,1.484667802,0.028457143,0.402468289,2.869565217,22.84126984
"715_24_baviaanskloof","Protea eximia","Protea","Proteaceae","Protea eximia","(Knight) Fourc.","Proteaceae",-33.69298,24.14518,"baviaanskloof","3",2011-07-15,"DEB",24,"1",61.45,12.7,4.8,6,0.415,2.664,1.156,2.718,0.99,0.018812042,1.30449827,0.024540277,0.433933934,2.645833333,1.745454545
"715_3_baviaanskloof","Berzelia lanuginosa","Berzelia","Bruniaceae","Berzelia lanuginosa","(L.) Brongn.","Bruniaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",3,"250",2.85,0.25,0.03,0.03,0.3,0.154,0.072,0.163,0.079,0.025263158,1.138888889,0.02877193,0.467532468,8.333333333,1.063291139
"715_3_baviaanskloof","Berzelia lanuginosa","Berzelia","Bruniaceae","Berzelia lanuginosa","(L.) Brongn.","Bruniaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",3,"200",2.15,0.25,0.02,0.02,0.2,0.133,0.065,0.053,0.028,0.030232558,1.046153846,0.031627907,0.488721805,12.5,0.892857143
"715_3_baviaanskloof","Berzelia lanuginosa","Berzelia","Bruniaceae","Berzelia lanuginosa","(L.) Brongn.","Bruniaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",3,"280",2.95,0.24,0.03,0.03,0.3,0.176,0.084,0.096,0.054,0.028474576,1.095238095,0.031186441,0.477272727,8,0.777777778
"715_4_baviaanskloof","Cliffortia ilicifolia","Cliffortia","Rosaceae","Cliffortia ilicifolia","L.","Rosaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",4,"5",4.58,1.5,0.6,0.9,0.324,0.12,0.048,0.39,0.186,0.010480349,1.5,0.015720524,0.4,2.5,1.096774194
"715_4_baviaanskloof","Cliffortia ilicifolia","Cliffortia","Rosaceae","Cliffortia ilicifolia","L.","Rosaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",4,"5",5.12,1.5,0.6,0.8,0.301,0.137,0.053,0.233,0.103,0.010351563,1.58490566,0.01640625,0.386861314,2.5,1.262135922
"715_4_baviaanskloof","Cliffortia ilicifolia","Cliffortia","Rosaceae","Cliffortia ilicifolia","L.","Rosaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",4,"4",6.48,1.8,1,1.3,0.295,0.159,0.057,0.323,0.122,0.008796296,1.789473684,0.015740741,0.358490566,1.8,1.647540984
"715_5_baviaanskloof","Agathosma venusta","Agathosma","Rutaceae","Agathosma venusta","(Eckl. & Zeyh.) Pillans","Rutaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",5,"10",3.84,1,0.4,0.6,0.468,0.146,0.055,0.243,0.113,0.014322917,1.654545455,0.023697917,0.376712329,2.5,1.150442478
"715_5_baviaanskloof","Agathosma venusta","Agathosma","Rutaceae","Agathosma venusta","(Eckl. & Zeyh.) Pillans","Rutaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",5,"10",2.61,0.9,0.4,0.5,0.472,0.1,0.042,0.302,0.153,0.016091954,1.380952381,0.022222222,0.42,2.25,0.973856209
"715_5_baviaanskloof","Agathosma venusta","Agathosma","Rutaceae","Agathosma venusta","(Eckl. & Zeyh.) Pillans","Rutaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",5,"10",3.4,1.1,0.3,0.5,0.486,0.13,0.052,0.215,0.113,0.015294118,1.5,0.022941176,0.4,3.666666667,0.902654867
"715_6_baviaanskloof","Selago corymbosa","Selago","Scrophulariaceae","Selago corymbosa","L.","Scrophulariaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",6,"160",7.05,0.68,0.025,0.025,0.214,0.239,0.076,0.104,0.057,0.010780142,2.144736842,0.023120567,0.317991632,27.2,0.824561404
"715_6_baviaanskloof","Selago corymbosa","Selago","Scrophulariaceae","Selago corymbosa","L.","Scrophulariaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",6,"140",4.73,0.47,0.03,0.03,0.295,0.18,0.062,0.147,0.065,0.013107822,1.903225806,0.024947146,0.344444444,15.66666667,1.261538462
"715_6_baviaanskloof","Selago corymbosa","Selago","Scrophulariaceae","Selago corymbosa","L.","Scrophulariaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",6,"200",5.47,0.41,0.025,0.025,0.206,0.185,0.057,0.061,0.025,0.010420475,2.245614035,0.023400366,0.308108108,16.4,1.44
"715_7_baviaanskloof","Erica hispidula","Erica","Ericaceae","Erica hispidula","L.","Ericaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",7,"140",1.84,0.33,NA,0.044,0.37,0.069,0.039,0.26,0.148,0.021195652,0.769230769,0.016304348,0.565217391,NA,0.756756757
"715_7_baviaanskloof","Erica hispidula","Erica","Ericaceae","Erica hispidula","L.","Ericaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",7,"140",1.86,0.7,0.016,0.086,0.219,0.062,0.034,0.123,0.071,0.01827957,0.823529412,0.015053763,0.548387097,43.75,0.732394366
"715_7_baviaanskloof","Erica hispidula","Erica","Ericaceae","Erica hispidula","L.","Ericaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",7,"100",1.39,0.27,0.04,0.04,0.252,0.044,0.018,0.181,0.085,0.01294964,1.444444444,0.018705036,0.409090909,6.75,1.129411765
"715_8_baviaanskloof","Phylica paniculata",NA,NA,"Phylica paniculata","Willd.","Rhamnaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",8,"10",2.49,0.9,0.3,0.4,0.354,0.072,0.035,0.491,0.258,0.014056225,1.057142857,0.014859438,0.486111111,3,0.903100775
"715_8_baviaanskloof","Phylica paniculata",NA,NA,"Phylica paniculata","Willd.","Rhamnaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",8,"7",3.47,1.4,0.5,0.7,0.396,0.098,0.052,0.192,0.102,0.014985591,0.884615385,0.013256484,0.530612245,2.8,0.882352941
"715_8_baviaanskloof","Phylica paniculata",NA,NA,"Phylica paniculata","Willd.","Rhamnaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",8,"10",2.41,1,0.3,0.4,0.459,0.094,0.052,0.27,0.138,0.021576763,0.807692308,0.017427386,0.553191489,3.333333333,0.956521739
"715_9_baviaanskloof","Coleonema aspalathoides","Coleonema","Rutaceae","Coleonema aspalathoides","A.Juss.","Rutaceae",-33.69301,24.12387,"baviaanskloof","1",2011-07-15,"DEB",9,"60",3.2,0.85,0.11,0.11,0.323,0.1,0.055,0.073,0.051,0.0171875,0.818181818,0.0140625,0.55,7.727272727,0.431372549
"715_9_baviaanskloof","Coleonema aspalathoides","Coleonema","Rutaceae","Coleonema aspalathoides","A.Juss.","Rutaceae",-33.69301,24.12387,"baviaanskloof","3",2011-07-15,"DEB",9,"50",2.53,0.76,0.09,0.09,0.303,0.076,0.037,0.115,0.073,0.014624506,1.054054054,0.01541502,0.486842105,8.444444444,0.575342466
"715_9_baviaanskloof","Coleonema aspalathoides","Coleonema","Rutaceae","Coleonema aspalathoides","A.Juss.","Rutaceae",-33.69301,24.12387,"baviaanskloof","2",2011-07-15,"DEB",9,"76",3.44,0.8,0.12,0.12,0.295,0.104,0.056,0.077,0.051,0.01627907,0.857142857,0.013953488,0.538461538,6.666666667,0.509803922
"716_1_baviaanskloof","Agathosma puberula","Agathosma","Rutaceae","Agathosma puberula","(Steud.) Fourc.","Rutaceae",-33.64982,24.34838,"baviaanskloof","2",2011-07-16,"DEB",1,"35",6.04,1,0.2,0.3,0.39,0.199,0.098,0.181,0.11,0.016225166,1.030612245,0.016721854,0.492462312,5,0.645454545
"716_1_baviaanskloof","Agathosma puberula","Agathosma","Rutaceae","Agathosma puberula","(Steud.) Fourc.","Rutaceae",-33.64982,24.34838,"baviaanskloof","1",2011-07-16,"DEB",1,"30",3.18,0.8,0.1,0.2,0.283,0.09,0.041,0.216,0.134,0.012893082,1.195121951,0.015408805,0.455555556,8,0.611940299
"716_1_baviaanskloof","Agathosma puberula","Agathosma","Rutaceae","Agathosma puberula","(Steud.) Fourc.","Rutaceae",-33.64982,24.34838,"baviaanskloof","3",2011-07-16,"DEB",1,"40",4.07,0.6,0.2,0.3,0.436,0.156,0.078,0.326,0.205,0.019164619,1,0.019164619,0.5,3,0.590243902
"716_2_baviaanskloof","Passerina obtusifolia","Passerina","Thymelaeaceae","Passerina obtusifolia","Thoday","Thymelaeaceae",-33.64982,24.34838,"baviaanskloof","3",2011-07-16,"DEB",2,"60",2.65,0.7,0.07,0.07,0.372,0.122,0.078,0.469,0.288,0.029433962,0.564102564,0.016603774,0.639344262,10,0.628472222
"716_2_baviaanskloof","Passerina obtusifolia","Passerina","Thymelaeaceae","Passerina obtusifolia","Thoday","Thymelaeaceae",-33.64982,24.34838,"baviaanskloof","2",2011-07-16,"DEB",2,"54",1.65,0.55,0.07,0.07,0.417,0.074,0.041,0.218,0.127,0.024848485,0.804878049,0.02,0.554054054,7.857142857,0.716535433
"716_2_baviaanskloof","Passerina obtusifolia","Passerina","Thymelaeaceae","Passerina obtusifolia","Thoday","Thymelaeaceae",-33.64982,24.34838,"baviaanskloof","1",2011-07-16,"DEB",2,"52",1.83,0.52,0.08,0.08,0.326,0.088,0.051,0.514,0.321,0.027868852,0.725490196,0.020218579,0.579545455,6.5,0.601246106
"716_3_baviaanskloof","Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae","Pterocelastrus tricuspidatus","(Lam.) Walp.","Celastraceae",-33.64982,24.34838,"baviaanskloof","1",2011-07-16,"DEB",3,"2",7.42,4,1,1.6,0.414,0.289,0.126,0.421,0.204,0.016981132,1.293650794,0.021967655,0.435986159,4,1.06372549
"716_3_baviaanskloof","Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae","Pterocelastrus tricuspidatus","(Lam.) Walp.","Celastraceae",-33.64982,24.34838,"baviaanskloof","3",2011-07-16,"DEB",3,"1",7.17,4.7,1.5,2.3,0.454,0.312,0.115,0.375,0.168,0.016039052,1.713043478,0.027475593,0.368589744,3.133333333,1.232142857
"716_3_baviaanskloof","Pterocelastrus tricuspidatus","Pterocelastrus","Celastraceae","Pterocelastrus tricuspidatus","(Lam.) Walp.","Celastraceae",-33.64982,24.34838,"baviaanskloof","2",2011-07-16,"DEB",3,"1",5.72,4,1.4,2.1,0.427,0.245,0.097,0.528,0.278,0.016958042,1.525773196,0.025874126,0.395918367,2.857142857,0.899280576
"716_4_baviaanskloof","Smelophyllum capense","Smelophyllum","Sapindaceae","Smelophyllum capense","Radlk.","Sapindaceae",-33.64982,24.34838,"baviaanskloof","1",2011-07-16,"DEB",4,"6",16.1,3.8,0.9,1.5,0.278,1.162,0.275,NA,NA,0.017080745,3.225454545,0.055093168,0.236660929,4.222222222,NA
"716_4_baviaanskloof","Smelophyllum capense","Smelophyllum","Sapindaceae","Smelophyllum capense","Radlk.","Sapindaceae",-33.64982,24.34838,"baviaanskloof","2",2011-07-16,"DEB",4,"6",25.18,5.6,0.9,1.5,0.278,0.808,0.478,0.692,0.382,0.01898332,0.690376569,0.013105639,0.591584158,6.222222222,0.811518325
"716_4_baviaanskloof","Smelophyllum capense","Smelophyllum","Sapindaceae","Smelophyllum capense","Radlk.","Sapindaceae",-33.64982,24.34838,"baviaanskloof","3",2011-07-16,"DEB",4,"6",30.78,6.1,1.1,1.7,0.285,0.922,0.523,0.54,0.282,0.016991553,0.76290631,0.012962963,0.567245119,5.545454545,0.914893617
"716_5_baviaanskloof","Loxostylis alata","Loxostylis","Anacardiaceae","Loxostylis alata","Spreng. ex Rchb.","Anacardiaceae",-33.64982,24.34838,"baviaanskloof","2",2011-07-16,"DEB",5,"1",14.54,10.6,1.4,2.3,0.302,0.474,0.227,0.327,0.149,0.015612105,1.088105727,0.01698762,0.478902954,7.571428571,1.194630872
"716_5_baviaanskloof","Loxostylis alata","Loxostylis","Anacardiaceae","Loxostylis alata","Spreng. ex Rchb.","Anacardiaceae",-33.64982,24.34838,"baviaanskloof","1",2011-07-16,"DEB",5,"1",9.83,10,1,1.8,0.36,0.416,0.198,0.455,0.216,0.020142421,1.101010101,0.022177009,0.475961538,10,1.106481481
"716_5_baviaanskloof","Loxostylis alata","Loxostylis","Anacardiaceae","Loxostylis alata","Spreng. ex Rchb.","Anacardiaceae",-33.64982,24.34838,"baviaanskloof","3",2011-07-16,"DEB",5,"1",14.39,9.9,1.5,2.9,0.298,0.517,0.248,1.064,0.516,0.01723419,1.084677419,0.018693537,0.479690522,6.6,1.062015504
"716_6_baviaanskloof","Crassula rogersii","Crassula","Crassulaceae","Crassula rogersii","Schönland","Crassulaceae",-33.64982,24.34838,"baviaanskloof","1",2011-07-16,"DEB",6,"6",6.45,5.5,1.2,1.7,5,2.083,0.137,0.715,0.278,0.02124031,14.20437956,0.301705426,0.065770523,4.583333333,1.571942446
