"unique_ID","scientific_name_original","genus_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","latitude","longitude","subregion","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C"
"726_1_baviaanskloof","Euphorbia grandidens","Euphorbia","Euphorbiaceae","Euphorbia grandidens","Haw.","Euphorbiaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",1,1000,500,500,196349.5408,2,"N",1.360609795,42.02669126,30.8881293,7.547038941,-15.20076096
"726_10_baviaanskloof","Cotyledon woodii","Cotyledon","Crassulaceae","Cotyledon woodii","Schönland & Baker f.","Crassulaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",10,95,105,58,4783.074815,4,"N",0.555052701,43.30490031,78.01943891,4.090359897,-14.60902325
"726_11_baviaanskloof","Senecio ficoides","Senecio","Asteraceae","Senecio ficoides","Sch.Bip.","Asteraceae",-33.55094,24.04128,"baviaanskloof",2011-07-26,"ASH",11,112,115,95,8580.474935,1,"N",0.563865044,42.86770566,76.02476185,1.922860135,-23.93547245
"726_12_baviaanskloof","Rhoicissus digitata","Rhoicissus","Vitaceae","Rhoicissus digitata","(L.f.) Gilg & M.Brandt","Vitaceae",-33.55094,24.04128,"baviaanskloof",2011-07-26,"ASH",12,220,300,350,82466.80716,4,"B",0.868317601,46.66187406,53.73825659,4.111829953,-26.24295706
"726_13_baviaanskloof","Indigofera denudata","Indigofera","Fabaceae","Indigofera denudata","L.f.","Fabaceae",-33.55094,24.04128,"baviaanskloof",2011-07-26,"ASH",13,120,58,50,2277.654674,4,"L",1.329070372,47.45361796,35.70436822,-0.642811578,-26.79959994
"726_14_baviaanskloof","Hermannia involucrata","Hermannia","Malvaceae","Hermannia involucrata","Cav.","Malvaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",14,138,20,15,235.619449,4,"N",1.062293193,45.21468974,42.56328672,-0.750161859,-27.32699714
"726_15_baviaanskloof","Pentameris eriostoma","Pentameris","Poaceae","Pentameris eriostoma","(Nees) Steud.","Poaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",15,45,70,60,3298.672286,0,"S",0.554483603,44.07813334,79.49402494,0.592692564,-24.28252125
"726_16_baviaanskloof","Osteospermum polygaloides","Osteospermum","Asteraceae","Osteospermum polygaloides","Thunb.","Asteraceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",16,140,15,17,200.2765317,2,"N",NA,NA,NA,NA,NA
"726_17_baviaanskloof","Lobelia coronopifolia","Lobelia","Lobeliaceae","Lobelia coronopifolia","L.","Campanulaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",17,23,40,30,942.4777961,4,"B",0.806681642,40.27147963,49.92239507,0.835694563,-26.17471712
"726_18_baviaanskloof","Aristea pusilla","Aristea","Iridaceae","Aristea pusilla","(Thunb.) Ker Gawl.","Iridaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",18,9,9,6,42.41150082,0,"N",0.968464282,43.79275539,45.21876148,0.501932781,-25.37241047
"726_19_baviaanskloof","Helichrysum nudifolium","Helichrysum","Asteraceae","Helichrysum nudifolium","(L.) Less.","Asteraceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",19,10,16,13,163.362818,0,"L",1.192633479,36.12921812,30.29364742,0.288208131,-27.49077298
"726_2_baviaanskloof","Panicum maximum","Panicum","Poaceae","Megathyrsus maximus","(Jacq.) B.K.Simon & S.W.L.Jacobs","Poaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",2,60,90,80,5654.866776,1,"B",1.950331153,40.93216578,20.98729014,7.03566124,-13.94417132
"726_20_baviaanskloof","Gazania krebsiana","Gazania","Asteraceae","Gazania krebsiana","Less.","Asteraceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",20,10,15,15,176.7145868,0,"B",1.152112837,39.15060627,33.98157283,-0.432990574,-29.5555184
"726_21_baviaanskloof","Aspalathus kougaensis","Aspalathus","Fabaceae","Aspalathus kougaensis","(Garab. ex R.Dahlgren) R.Dahlgren","Fabaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",21,114,71,58,3234.269637,4,"B",0.702815589,48.26211874,68.66967599,-1.508445206,-25.31294425
"726_22_baviaanskloof","Euchaetis vallis-simiae","Euchaetis","Rutaceae","Euchaetis vallis-simiae","I.Williams","Rutaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",22,55,30,32,753.9822369,4,"B",0.478154402,47.03868011,98.37550356,0.792754451,-25.54008574
"726_23_baviaanskloof","Selago glomerata","Selago","Scrophulariaceae","Selago glomerata","Thunb.","Scrophulariaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",23,110,80,55,3455.751919,4,"S",0.618964496,46.70272938,75.45300208,0.101809007,-26.99554604
"726_24_baviaanskloof","Disparago tortilis","Disparago","Asteraceae","Disparago tortilis","(DC.) Sch.Bip.","Asteraceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",24,80,45,40,1413.716694,4,"B",0.502432372,45.91124296,91.37795547,-0.020179949,-26.3999089
"726_25_baviaanskloof","Asparagus africanus","Asparagus","Asparagaceae","Asparagus africanus","Lam.","Asparagaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",25,16,36,37,1046.150354,1,"B",0.693874474,47.05386705,67.81322671,1.964824336,-25.61319995
"726_26_baviaanskloof","Aspalathus collina","Aspalathus","Fabaceae","Aspalathus collina","Eckl. & Zeyh.","Fabaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",26,70,80,50,3141.592654,4,"S",0.703466845,47.18131989,67.0697137,-1.26739503,-26.21761079
"726_27_baviaanskloof","Ursinia chrysanthemoides","Ursinia","Asteraceae","Ursinia chrysanthemoides","(Less.) Harv.","Asteraceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",27,50,50,35,1374.446786,4,"N",0.628823662,45.32349573,72.07663845,-0.995115681,-27.11447849
"726_28_baviaanskloof","Struthiola argentea","Struthiola","Thymelaeaceae","Struthiola argentea","Lehm.","Thymelaeaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",28,63,50,40,1570.796327,3,"B",0.607974277,45.87889642,75.46190381,-0.861415786,-25.40848015
"726_29_baviaanskloof","Hertia kraussii","Hertia","Asteraceae","Hertia kraussii","(Sch.Bip.) Fourc.","Asteraceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",29,105,65,45,2297.289628,4,"N",0.664467887,42.24897819,63.58317539,0.12132724,-27.76080815
"726_3_baviaanskloof","Crassula cultrata","Crassula","Crassulaceae","Crassula cultrata","L.","Crassulaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",3,45,70,44,2419.026343,2,"N",1.35186104,42.34134348,31.32078094,4.740317052,-21.37160066
"726_30_baviaanskloof","Pelargonium myrrhifolium","Pelargonium","Geraniaceae","Pelargonium myrrhifolium","(L.) L'Hér.","Geraniaceae",-33.54049,24.07991,"baviaanskloof",2011-07-26,"ASH",30,65,70,65,3573.561643,2,"B",0.997077131,45.07376351,45.20589442,-0.404689136,-26.02458927
"726_31_baviaanskloof","Hibiscus aethiopicus","Hibiscus","Malvaceae","Hibiscus aethiopicus","L.","Malvaceae",-33.53947,24.07983,"baviaanskloof",2011-07-26,"ASH",31,12,20,15,235.619449,1,"B",1.123177884,38.91973224,34.65144104,0.200376083,-28.35936985
"726_32_baviaanskloof","Gnidia juniperifolia","Gnidia","Thymelaeaceae","Gnidia juniperifolia","Lam.","Thymelaeaceae",-33.53947,24.07983,"baviaanskloof",2011-07-26,"ASH",32,13,28,11,241.9026343,3,"N",0.630093368,45.86860077,72.79651412,-1.093682757,-27.20806469
"726_33_baviaanskloof","Protea intonsa","Protea","Proteaceae","Protea intonsa","Rourke","Proteaceae",-33.53947,24.07983,"baviaanskloof",2011-07-26,"ASH",33,22,52,42,1715.309589,1,"L",0.601830233,48.75394899,81.00947134,2.780686471,-24.18211106
"726_34_baviaanskloof","Osteospermum scabrum","Osteospermum","Asteraceae","Gibbaria scabra","(Thunb.) Norl.","Asteraceae",-33.53947,24.07983,"baviaanskloof",2011-07-26,"ASH",34,23,50,58,2277.654674,4,"B",0.702894092,44.41601047,63.19018895,-1.464529182,-28.31647618
"726_35_baviaanskloof","Protea repens","Protea","Proteaceae","Protea repens","(L.) L.","Proteaceae",-33.53947,24.07983,"baviaanskloof",2011-07-26,"ASH",35,100,75,55,3239.767424,3,NA,0.536445509,49.99188803,93.19099002,4.114757688,-25.57420571
"726_36_baviaanskloof","Pellaea calomelanos","Pellaea","Pteridaceae","Pellaea calomelanos","(Sw.) Link","Pteridaceae",-33.53947,24.07983,"baviaanskloof",2011-07-26,"ASH",36,15,10,7,54.97787144,0,"N",0.912119563,46.6344187,51.12752823,-1.772917262,-29.33812547
"726_37_baviaanskloof","Leucospermum wittebergense","Leucospermum","Proteaceae","Leucospermum wittebergense","Compton","Proteaceae",-33.53756,24.08003,"baviaanskloof",2011-07-26,"ASH",37,43,44,42,1451.415806,2,"B",0.456715532,46.83707284,102.5519597,1.540302771,-28.22678941
"726_38_baviaanskloof","Aspalathus subtingens","Aspalathus","Fabaceae","Aspalathus subtingens","Eckl. & Zeyh.","Fabaceae",-33.55082,24.07446,"baviaanskloof",2011-07-26,"ASH",38,100,180,180,25446.90049,4,"S",1.137773712,47.15982822,41.44921588,-0.660377987,-24.82064187
"726_39_baviaanskloof","Eragrostis capensis","Eragrostis","Poaceae","Eragrostis capensis","(Thunb.) Trin.","Poaceae",-33.55082,24.07446,"baviaanskloof",2011-07-26,"ASH",39,30,35,25,687.223393,0,"N",0.864135726,43.39710772,50.22024484,1.109925736,-13.13796525
"726_4_baviaanskloof","Passerina obtusifolia","Passerina","Thymelaeaceae","Passerina obtusifolia","Thoday","Thymelaeaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",4,250,180,160,22619.46711,4,"B",0.618993378,49.9279937,80.65998031,2.755312768,-27.03356543
"726_40_baviaanskloof","Polygala illepida","Polygala","Polygalaceae","Polygala illepida","E.Mey. ex Harv. & Sond.","Polygalaceae",-33.55082,24.07446,"baviaanskloof",2011-07-26,"ASH",40,60,44,35,1209.513172,4,"N",0.682939375,48.75773376,71.39394147,2.531829001,-26.14547144
"726_41_baviaanskloof","Pentameris eriostoma","Pentameris","Poaceae","Pentameris eriostoma","(Nees) Steud.","Poaceae",-33.55082,24.07446,"baviaanskloof",2011-07-26,"ASH",41,65,75,60,3534.291735,1,"S",0.750428507,43.58103262,58.07486283,1.78916024,-24.14994081
"726_5_baviaanskloof","Othonna carnosa","Othonna","Asteraceae","Othonna carnosa","Less.","Asteraceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",5,100,120,115,10838.49465,2,"N",0.822826832,40.25425269,48.92190086,4.992102256,-29.92206433
"726_6_baviaanskloof","Commelina africana","Commelina","Commelinaceae","Commelina africana","L.","Commelinaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",6,22,54,30,1272.345025,0,"N",1.994334535,40.40863536,20.2617137,7.513857945,-28.5319194
"726_7_baviaanskloof","Crassula ericoides","Crassula","Crassulaceae","Crassula ericoides","Haw.","Crassulaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",7,22,20,14,219.9114858,4,"N",0.473029397,47.76671589,100.9804384,2.751409121,-26.78302739
"726_8_baviaanskloof","Ehrharta calycina","Ehrharta","Poaceae","Ehrharta calycina","Sm.","Poaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",8,75,85,70,4673.119072,1,"N",1.222246527,42.3138026,34.61969552,7.390893078,-27.22756181
"726_9_baviaanskloof","Crassula pubescens","Crassula","Crassulaceae","Crassula pubescens","Thunb.","Crassulaceae",-33.55142,24.04194,"baviaanskloof",2011-07-26,"ASH",9,20,17,19,253.6836068,1,"B",0.547574494,45.86365252,83.75783216,4.461206322,-18.7336398
"729_10_htr","Asparagus capensis","Asparagus","Asparagaceae","Asparagus capensis","L.","Asparagaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",10,20,45,30,1060.287521,2,"L",2.781534453,49.85055057,17.92196049,-0.102387845,-27.98969826
"729_11_htr","Ehrharta calycina","Ehrharta","Poaceae","Ehrharta calycina","Sm.","Poaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",11,40,45,20,706.8583471,0,"N",1.954845884,40.34748801,20.63972835,1.791556554,-25.98721622
"729_12_htr","Felicia hirsuta","Felicia","Asteraceae","Felicia hirsuta","DC.","Asteraceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",12,25,20,10,157.0796327,2,"L",2.8201051,44.27246609,15.69887097,0.360815723,-29.87526893
"729_13_htr","Selago albida","Selago","Scrophulariaceae","Selago albida","Choisy","Scrophulariaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",13,70,90,60,4241.150082,4,"N",1.260681212,44.91771098,35.62971396,1.621160315,-27.10636786
"729_14_htr","Galenia africana","Galenia","Aizoaceae","Aizoon africanum","(L.) Klak","Aizoaceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",14,60,150,110,12959.0697,3,"N",2.317535527,42.06563831,18.15102199,5.080008099,-25.37867751
"729_15_htr","Pteronia incana","Pteronia","Asteraceae","Pteronia incana","DC.","Asteraceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",15,80,130,110,11231.19374,4,"N",1.788489045,46.08331972,25.76662119,1.530086463,-26.65970645
"729_16_htr","Thesium lineatum","Thesium","Santalaceae","Lacomucinaea lineata","(L.f.) Nickrent & M.A.García","Santalaceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",16,110,120,100,9424.777961,4,"N",1.065684889,45.6773693,42.8619846,1.658838703,-26.31278061
"729_17_htr","Felicia filifolia","Felicia","Asteraceae","Felicia filifolia","Burtt Davy","Asteraceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",17,75,100,80,6283.185307,4,"N",1.383480821,45.41046888,32.82334543,-0.331069547,-28.26792931
"729_18_htr","Pentzia incana","Pentzia","Asteraceae","Pentzia incana","Kuntze","Asteraceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",18,50,120,10,942.4777961,4,"B",3.147575022,44.61424529,14.17416423,2.319853075,-28.00465772
"729_19_htr","Searsia undulata","Searsia","Anacardiaceae","Searsia undulata","(Jacq.) T.S.Yi, A.J.Mill. & J.Wen","Anacardiaceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",19,220,310,290,70607.29489,4,"N",1.8178954,47.96026001,26.38229901,0.732045556,-25.07091424
"729_1_htr","Stachys rugosa","Stachys","Lamiaceae","Stachys rugosa","Aiton","Lamiaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",1,44,80,70,4398.229715,3,"B",2.394518277,46.07401862,19.24145623,2.432011381,-28.12659449
"729_20_htr","Hermannia cuneifolia","Hermannia","Malvaceae","Hermannia cuneifolia","Jacq.","Malvaceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",20,30,80,50,3141.592654,3,"B",2.487213177,43.1223864,17.33763185,0.984094062,-28.32507353
"729_21_htr","Microloma sagittatum","Microloma","Apocynaceae","Microloma sagittatum","(L.) R.Br.","Apocynaceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",21,30,18,2,28.27433388,0,"B",2.384552911,43.54457705,18.2611075,4.644224616,-26.75463449
"729_22_htr","Zygophyllum pygmaeum",NA,NA,"Roepera pygmaea","(Eckl. & Zeyh.) Beier & Thulin","Zygophyllaceae",-31.42854,19.77599,"htr",2014-07-29,"BHR",22,50,110,70,6047.565858,4,"N",1.076405579,42.23764753,39.23952863,4.036136681,-29.24346279
"729_2_htr","Pteronia glauca","Pteronia","Asteraceae","Pteronia glauca","Thunb.","Asteraceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",2,42,86,72,4863.185428,4,"L",1.330707186,45.2183777,33.98071204,1.478184161,-28.68517107
"729_3_htr","Massonia depressa","Massonia","Hyacinthaceae","Massonia depressa","Houtt.","Asparagaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",3,1,9,5,35.34291735,0,"N",1.768525691,37.60349063,21.26262051,-0.72129832,-27.09337771
"729_4_htr","Tylecodon wallichii","Tylecodon","Crassulaceae","Tylecodon wallichii","(Harv.) Toelken","Crassulaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",4,41,55,38,1641.482162,3,"N",1.114713094,35.96390605,32.26292599,1.424323281,-16.99795809
"729_5_htr","Melolobium candicans","Melolobium","Fabaceae","Melolobium candicans","Eckl. & Zeyh.","Fabaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",5,35,40,32,1005.309649,4,"B",3.105773782,43.88828721,14.13119251,-0.900508157,-26.91251481
"729_6_htr","Diospyros austro-africana","Diospyros","Ebenaceae","Diospyros pubescens","Pers.","Ebenaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",6,125,190,170,25368.36068,4,"L",0.986391026,49.61364386,50.29815008,1.143267416,-28.18455056
"729_7_htr","Euryops lateriflorus","Euryops","Asteraceae","Euryops lateriflorus","(L.f.) DC.","Asteraceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",7,125,120,110,10367.25576,3,"N",0.819737752,46.59276442,56.83862224,1.097240846,-30.21900836
"729_8_htr","Euphorbia mauritanica","Euphorbia","Euphorbiaceae","Euphorbia mauritanica","L.","Euphorbiaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",8,90,114,90,8058.185156,4,"N",2.031897482,44.39612347,21.84958831,0.704546066,-19.28736461
"729_9_htr","Antimima gracillima","Antimima","Aizoaceae","Antimima gracillima","(L.Bolus) H.E.K.Hartmann","Aizoaceae",-31.42739,19.7757,"htr",2014-07-29,"BHR",9,25,25,20,392.6990817,2,"N",1.113370442,36.75325886,33.01080887,0.873963016,-25.34170554
"815_10_htr","Oxalis obtusa","Oxalis","Oxalidaceae","Oxalis obtusa","Jacq.","Oxalidaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",10,5,4,2,6.283185307,1,"B",2.602212829,37.7461522,14.50540547,0.594030754,-31.4262011
"815_11_htr","Pelargonium scabrum","Pelargonium","Geraniaceae","Pelargonium scabrum","(L.) L'Hér.","Geraniaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",11,30,30,20,471.238898,3,"B",1.985534123,41.52115468,20.91183133,2.499506812,-27.63755156
"815_12_htr","Restio monanthos","Restio","Restionaceae","Restio monanthos","Mast.","Restionaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",12,65,30,20,471.238898,0,"N",0.419226072,46.77055674,111.5640459,1.599481748,-27.32907902
"815_13_htr","Restio rudolfii","Restio","Restionaceae","Restio rudolfii","H.P.Linder & C.R.Hardy","Restionaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",13,70,20,20,314.1592654,2,"S",0.461330207,47.34912025,102.6360718,1.095393827,-26.36865319
"815_14_htr","Ehrharta ramosa subsp ramosa",NA,NA,"Ehrharta ramosa subsp. ramosa",NA,"Poaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",14,55,15,15,176.7145868,0,"N",2.082196205,44.62160137,21.43006565,4.84816224,-24.89568586
"815_15_htr","Festuca scabra","Festuca","Poaceae","Festuca scabra","Vahl","Poaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",15,30,15,10,117.8097245,0,"N",1.62411854,43.58064947,26.83341665,2.43696295,-27.91482974
"815_16_htr","Ficinia deusta","Ficinia","Cyperaceae","Ficinia deusta","(P.J.Bergius) Levyns","Cyperaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",16,70,30,20,471.238898,0,"N",0.825492468,44.96412974,54.46946094,3.771642135,-24.42301457
"815_17_htr","Ficinia bulbosa","Ficinia","Cyperaceae","Ficinia bulbosa","(L.) Nees","Cyperaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",17,15,25,20,392.6990817,0,"N",2.45011316,46.33747796,18.91238279,3.204698764,-25.79728332
"815_18_htr","Hermannia cuneifolia","Hermannia","Malvaceae","Hermannia cuneifolia","Jacq.","Malvaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",18,40,35,20,549.7787144,3,"B",1.897666745,45.63667537,24.04883549,1.500915821,-28.08971861
"815_19_htr","Restio capensis","Restio","Restionaceae","Restio capensis","(L. ex C.B.Clarke) H.P.Linder & C.R.Hardy","Restionaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",19,60,40,40,1256.637061,1,"N",0.629216841,46.43360178,73.79586616,2.730277402,-25.79430226
"815_1_htr","Protea repens","Protea","Proteaceae","Protea repens","(L.) L.","Proteaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",1,120,100,80,6283.185307,3,"N",0.503404343,52.32286658,103.9380516,4.422905364,-24.89804185
"815_20_htr","Oxalis flava","Oxalis","Oxalidaceae","Oxalis flava","L.","Oxalidaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",20,12,9,3,21.20575041,1,"N",1.990029957,43.33171502,21.77440338,2.891698778,-28.57463773
"815_21_htr","Tenaxia stricta","Tenaxia","Poaceae","Tenaxia stricta","(Schrad.) N.P.Barker & H.P.Linder","Poaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",21,40,60,50,2356.19449,0,"N",0.951791822,45.46861981,47.77160169,1.857223982,-25.33124424
"815_22_htr","Tribolium uniolae","Tribolium","Poaceae","Tribolium uniolae","(L.f.) Renvoize","Poaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",22,25,20,15,235.619449,0,"N",1.88711989,42.48464397,22.51295437,3.279503792,-27.45177173
"815_23_htr","Ehrharta bulbosa","Ehrharta","Poaceae","Ehrharta bulbosa","Sm.","Poaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",23,15,15,10,117.8097245,0,"L",2.040498094,43.98596931,21.55648635,2.274557296,-25.04009403
"815_24_htr","Ficinia indica","Ficinia","Cyperaceae","Ficinia indica","(Lam.) H.Pfeiff.","Cyperaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",24,40,30,20,471.238898,0,"N",1.001570499,46.23386181,46.16136543,3.747196142,-25.45062298
"815_25_htr","Babiana sambucina var longibracteata",NA,NA,"Babiana sambucina subsp. longibracteata","(G.J.Lewis) Goldblatt & J.C.Manning","Iridaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",25,24,8,6,37.69911184,0,"B",1.1277206,44.13613019,39.13746915,1.941387729,-13.57239087
"815_26_htr","Corymbium africanum subsp scabridum",NA,NA,"Corymbium africanum subsp. scabridum","(P.J.Bergius) Weitz","Asteraceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",26,30,55,40,1727.875959,0,"N",0.644547849,49.80731589,77.27481516,1.073737917,-26.0361791
"815_27_htr","Bulbine succulenta","Bulbine","Asphodelaceae","Bulbine succulenta","Compton","Asphodelaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",27,10,5,2,7.853981634,0,"N",2.017988649,35.6311634,17.65677097,3.766570297,-30.30558612
"815_28_htr","Helichrysum stellatum","Helichrysum","Asteraceae","Helichrysum stellatum","Less.","Asteraceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",28,15,10,6,47.1238898,3,"B",2.083009524,41.39595737,19.87314839,4.968369185,-30.9504539
"815_29_htr","Thamnochortus platypteris","Thamnochortus","Restionaceae","Thamnochortus platypteris","Kunth","Restionaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",29,40,30,25,589.0486225,0,"N",0.558918861,46.98453519,84.06324866,1.90221618,-27.07639058
"815_2_htr","Leucadendron remotum","Leucadendron","Proteaceae","Leucadendron remotum","I.Williams","Proteaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",2,115,130,110,11231.19374,3,"B",0.463256252,54.56652736,117.7890792,3.667001364,-25.40238992
"815_30_htr","Asparagus rubicundus","Asparagus","Asparagaceae","Asparagus rubicundus","P.J.Bergius","Asparagaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",30,80,80,70,4398.229715,2,"N",1.334009696,48.46133445,36.32757288,2.188168488,-24.13961677
"815_31_htr","Leucadendron salignum","Leucadendron","Proteaceae","Leucadendron salignum","P.J.Bergius","Proteaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",31,100,160,150,18849.55592,4,"N",0.515081212,51.40707908,99.80383264,5.137786134,-27.18530802
"815_32_htr","Ursinia anthemoides","Ursinia","Asteraceae","Ursinia anthemoides","(L.) Poir.","Asteraceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",32,9,4,3,9.424777961,1,"L",2.863726408,42.95202362,14.99864774,7.208002504,-30.60871295
"815_33_htr","Arctotis acaulis","Arctotis","Asteraceae","Arctotis acaulis","Brot.","Asteraceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",33,8,20,20,314.1592654,0,"L",NA,NA,NA,NA,NA
"815_34_htr","Albuca",NA,NA,"Albuca","L.","Asparagaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",34,35,40,10,314.1592654,0,"N",NA,NA,NA,NA,NA
"815_35_htr","Muraltia spinosa","Muraltia","Polygalaceae","Muraltia spinosa","(L.) F.Forest & J.C.Manning","Polygalaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",35,40,50,40,1570.796327,4,"N",1.733203256,36.59350777,21.11322353,5.37183614,-29.82430756
"815_36_htr","Asparagus capensis","Asparagus","Asparagaceae","Asparagus capensis","L.","Asparagaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",36,20,40,30,942.4777961,4,"N",2.500142649,50.33017738,20.13092229,3.084217673,-27.03242391
"815_37_htr","Struthiola ciliata subsp incana",NA,NA,"Struthiola ciliata","(L.) Lam.","Thymelaeaceae",-31.28086,19.03295,"htr",2014-08-15,"BHR",37,45,45,25,883.5729338,4,"B",1.054587396,51.32552814,48.66882378,1.511479978,-25.94125106
"815_3_htr","Protea laurifolia","Protea","Proteaceae","Protea laurifolia","Thunb.","Proteaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",3,85,60,40,1884.955592,3,"B",0.688032479,53.98951709,78.46943093,5.259128132,-26.83653436
"815_4_htr","Cliffortia ruscifolia","Cliffortia","Rosaceae","Cliffortia ruscifolia","L.","Rosaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",4,95,40,30,942.4777961,3,"N",0.91515409,51.85978846,56.66782133,1.329083762,-27.9935592
"815_5_htr","Muraltia divaricata","Muraltia","Polygalaceae","Muraltia divaricata","Eckl. & Zeyh.","Polygalaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",5,25,60,40,1884.955592,4,"L",1.126581096,51.06685708,45.32905555,1.844499417,-28.99685347
"815_6_htr","Erica inaequalis","Erica","Ericaceae","Erica inaequalis","(Klotzsch) E.G.H.Oliv.","Ericaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",6,10,35,30,824.6680716,3,"N",1.005151771,53.52510884,53.25077305,2.180300526,-29.04438859
"815_7_htr","Linum africanum","Linum","Linaceae","Linum africanum","L.","Linaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",7,30,30,20,471.238898,2,"N",3.495712067,42.01593972,12.01927931,5.31014095,-29.02990974
"815_8_htr","Passerina truncata","Passerina","Thymelaeaceae","Passerina truncata","(Meisn.) Bredenk. & A.E.van Wyk","Thymelaeaceae",-31.28217,19.03465,"htr",2014-08-15,"BHR",8,15,4,3,9.424777961,3,"L",0.778307517,52.67130326,67.67415464,0.935688859,-28.55487807
