"unique_ID","scientific_name_original","genus_MG","family_MG","scientific_name_WFO","scientific_name_authorship","family_WFO","latitude","longitude","subregion","date","collector","sample","height_cm","canopy_axis_1_cm","canopy_axis_2_cm","canopy_area_cm2","branch_order","pubescence","percent_N","percent_C","C_to_N_ratio","d_15N_14N","d_13C_12C"
"724_1_cederberg","Thamnochortus platypteris","Thamnochortus","Restionaceae","Thamnochortus platypteris","Kunth","Restionaceae",-32.4364,19.18062,"cederberg",2012-07-24,"SM",1,75,135,130,13783.73777,0,"N",0.547166398,46.61897696,85.20073081,2.87903983,-25.3955833
"724_10_cederberg","Cymbopogon marginatus","Cymbopogon","Poaceae","Cymbopogon marginatus","(Steud.) Stapf ex Burtt Davy","Poaceae",-32.43836,19.17892,"cederberg",2012-07-24,"SM",10,60,70,70,3848.451001,0,"N",0.889874157,45.08002108,50.65887205,-0.826117758,-13.491072
"724_11_cederberg","Crassula fascicularis","Crassula","Crassulaceae","Crassula fascicularis","Lam.","Crassulaceae",-32.43836,19.17892,"cederberg",2012-07-24,"SM",11,30,12,10,94.24777961,3,"N",0.868860693,42.33792161,48.7280895,0.323292443,-26.28723514
"724_12_cederberg","Heeria argentea","Heeria","Anacardiaceae","Heeria argentea","Meisn.","Anacardiaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",12,700,450,500,176714.5868,4,"L",0.685795387,49.60550503,72.33280648,1.127879583,-26.07416771
"724_13_cederberg","Diosma acmaeophylla","Diosma","Rutaceae","Diosma acmaephylla","Eckl. & Zeyh.","Rutaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",13,100,120,95,8953.539063,4,"N",0.967476476,51.38278789,53.110116,4.010098104,-28.24119471
"724_14_cederberg","Othonna quinquedentata","Othonna","Asteraceae","Othonna quinquedentata","Thunb.","Asteraceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",14,170,95,90,6715.154297,2,"N",1.378929296,46.77339837,33.92008459,2.400923823,-28.32096877
"724_15_cederberg","Aspalathus polycephala","Aspalathus","Fabaceae","Aspalathus polycephala","E.Mey.","Fabaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",15,70,65,60,3063.052837,4,"B",1.645948624,48.7105057,29.59418355,-1.506104969,-27.91603968
"724_16_cederberg","Pelargonium englerianum","Pelargonium","Geraniaceae","Pelargonium englerianum","R.Knuth","Geraniaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",16,65,60,45,2120.575041,4,"B",1.106081515,45.17530688,40.84265604,1.036119945,-28.15132267
"724_17_cederberg","Oedera sedifolia","Oedera","Asteraceae","Oedera sedifolia","(DC.) Anderb. & K.Bremer","Asteraceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",17,60,110,100,8639.379797,4,"N",0.765899854,50.18581954,65.5253024,0.621752739,-28.05539184
"724_18_cederberg","Aspalathus triquetra","Aspalathus","Fabaceae","Aspalathus triquetra","Thunb.","Fabaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",18,80,80,75,4712.38898,4,"B",0.857612587,51.53769745,60.09438087,-1.813258283,-26.18928471
"724_19_cederberg","Thesium strictum","Thesium","Santalaceae","Thesium strictum","P.J.Bergius","Santalaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",19,210,130,130,13273.22896,4,"N",0.739888885,43.37776021,64.56572006,2.375810659,-27.97410308
"724_2_cederberg","Stipagrostis zeyheri","Stipagrostis","Poaceae","Stipagrostis zeyheri","(Nees) De Winter","Poaceae",-32.4364,19.18062,"cederberg",2012-07-24,"SM",2,60,100,90,7068.583471,0,"N",0.515478565,44.82705699,86.96201944,3.048070742,-12.53479308
"724_20_cederberg","Lobostemon glaucophyllus","Lobostemon","Boraginaceae","Lobostemon glaucophyllus","Buek.","Boraginaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",20,140,190,160,23876.10417,4,"N",1.040161816,43.50829346,41.82838938,11.32768775,-30.20727186
"724_21_cederberg","Lampranthus scaber","Lampranthus","Aizoaceae","Lampranthus scaber","(L.) N.E.Br.","Aizoaceae",-32.42921,19.18401,"cederberg",2012-07-24,"SM",21,35,25,20,392.6990817,4,"N",0.923548042,36.8041765,39.85085217,3.323349656,-27.28491579
"724_22_cederberg","Muraltia spinosa","Muraltia","Polygalaceae","Muraltia spinosa","(L.) F.Forest & J.C.Manning","Polygalaceae",-32.42282,19.16775,"cederberg",2012-07-24,"SM",22,160,300,300,70685.83471,4,"N",0.832377175,52.64756056,63.24964472,3.785045518,-29.62360848
"724_23_cederberg","Athanasia flexuosa","Athanasia","Asteraceae","Athanasia flexuosa","Thunb.","Asteraceae",-32.42282,19.16775,"cederberg",2012-07-24,"SM",23,135,180,160,22619.46711,4,"S",1.772509316,46.79196365,26.39871239,6.110910865,-28.84404425
"724_24_cederberg","Ficinia dunensis","Ficinia","Cyperaceae","Ficinia dunensis","Levyns","Cyperaceae",-32.42282,19.16775,"cederberg",2012-07-24,"SM",24,50,100,80,6283.185307,0,"N",1.42815023,43.72788205,32.85155373,7.302961755,-25.68567008
"724_25_cederberg","Morella serrata","Morella","Myricaceae","Myrica serrata","Lam.","Myricaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",25,180,310,220,53564.15474,4,"B",1.006565919,49.19118462,48.87030615,-0.559119478,-27.72021046
"724_26_cederberg","Pteridium aquilinum","Pteridium","Dennstaedtiaceae","Pteridium aquilinum","(L.) Kuhn","Dennstaedtiaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",26,150,70,70,3848.451001,0,"N",0.835012574,46.63617821,55.85086938,1.344894752,-26.09625503
"724_27_cederberg","Psoralea oligophylla","Psoralea","Fabaceae","Psoralea oligophylla","Eckl. & Zeyh.","Fabaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",27,290,310,300,73042.0292,4,"N",2.007892088,53.17389566,26.48244693,-2.204467833,-27.87954194
"724_28_cederberg","Metrosideros angustifolia","Metrosideros","Myrtaceae","Metrosideros angustifolia","(L.) Sm.","Myrtaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",28,320,250,250,49087.38521,4,"N",0.683702577,47.38738533,69.30994111,-4.560661133,-27.25242959
"724_29_cederberg","Brachylaena neriifolia","Brachylaena","Asteraceae","Brachylaena neriifolia","R.Br.","Asteraceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",29,250,200,160,25132.74123,4,"N",0.596842132,49.50349836,82.94236571,-3.026169582,-28.9550294
"724_3_cederberg","Chrysocoma ciliata","Chrysocoma","Asteraceae","Chrysocoma ciliata","L.","Asteraceae",-32.4364,19.18062,"cederberg",2012-07-24,"SM",3,25,30,20,471.238898,4,"N",1.651819834,43.54049995,26.35910955,4.457305602,-29.1591013
"724_30_cederberg","Erica curviflora","Erica","Ericaceae","Erica curviflora","L.","Ericaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",30,145,90,55,3887.720909,4,"B",0.698357369,51.02077911,73.05826696,-4.442997332,-28.462736
"724_31_cederberg","Erica caffra","Erica","Ericaceae","Erica afra","L.","Ericaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",31,170,70,60,3298.672286,4,"B",0.667390507,52.27782083,78.33168182,-4.276712126,-29.28696998
"724_32_cederberg","Dodonaea viscosa","Dodonaea","Sapindaceae","Dodonaea viscosa","Jacq.","Sapindaceae",-32.41809,19.17158,"cederberg",2012-07-24,"SM",32,350,250,250,49087.38521,4,"N",1.406439234,48.77533175,34.6800136,-0.601906315,-26.53237388
"724_33_cederberg","Crassula dejecta","Crassula","Crassulaceae","Crassula undulata","Haw.","Crassulaceae",-32.41809,19.17158,"cederberg",2012-07-24,"SM",33,25,20,15,235.619449,4,"S",0.466393755,40.32577205,86.46293319,0.75074118,-26.60591148
"724_35_cederberg","Osteospermum rigidum","Osteospermum","Asteraceae","Osteospermum rigidum","Aiton","Asteraceae",-32.41809,19.17158,"cederberg",2012-07-24,"SM",35,170,90,50,3534.291735,3,"B",0.996018202,43.21440819,43.38716711,1.795128965,-28.07768493
"724_36_cederberg","Selago pustulosa","Selago","Scrophulariaceae","Selago pustulosa","Hilliard","Scrophulariaceae",-32.41809,19.17158,"cederberg",2012-07-24,"SM",36,25,50,40,1570.796327,4,"N",0.66872172,49.73792276,74.37760919,2.595437296,-28.53933767
"724_37_cederberg","Cyathocoma ecklonii","Cyathocoma","Cyperaceae","Cyathocoma ecklonii","Nees","Cyperaceae",-32.41909,19.16968,"cederberg",2012-07-24,"SM",37,100,120,60,5654.866776,0,"N",0.547359236,44.49044927,81.28199234,2.743246368,-27.92141752
"724_4_cederberg","Ficinia bulbosa","Ficinia","Cyperaceae","Ficinia bulbosa","(L.) Nees","Cyperaceae",-32.4364,19.18062,"cederberg",2012-07-24,"SM",4,15,30,20,471.238898,0,"N",1.772808007,45.99508213,25.94476219,4.227423562,-26.78405587
"724_5_cederberg","Gymnodiscus capillaris","Gymnodiscus","Asteraceae","Gymnodiscus capillaris","Less.","Asteraceae",-32.4364,19.18062,"cederberg",2012-07-24,"SM",5,1,2,2,3.141592654,0,"N",1.472913912,39.77908756,27.00706894,5.673362276,-30.44962343
"724_6_cederberg","Oedera squarrosa","Oedera","Asteraceae","Oedera squarrosa","(L.) Anderb. & K.Bremer","Asteraceae",-32.4364,19.18062,"cederberg",2012-07-24,"SM",6,110,140,80,8796.45943,4,"N",0.858043957,48.71242865,56.77148386,1.106629983,-27.34045469
"724_7_cederberg","Searsia undulata","Searsia","Anacardiaceae","Searsia undulata","(Jacq.) T.S.Yi, A.J.Mill. & J.Wen","Anacardiaceae",-32.43836,19.17892,"cederberg",2012-07-24,"SM",7,300,400,350,109955.7429,4,"N",1.639236611,47.24744407,28.8228336,2.066725562,-26.35388182
"724_8_cederberg","Ehrharta ramosa","Ehrharta","Poaceae","Ehrharta ramosa","Thunb.","Poaceae",-32.43836,19.17892,"cederberg",2012-07-24,"SM",8,90,110,100,8639.379797,3,"N",0.603958963,44.08347787,72.99084961,5.846256752,-25.82777695
"724_9_cederberg","Solanum tomentosum","Solanum","Solanaceae","Solanum tomentosum","L.","Solanaceae",-32.43836,19.17892,"cederberg",2012-07-24,"SM",9,90,190,160,23876.10417,4,"B",1.882254409,44.33055585,23.55184063,6.531073418,-25.87018847
"731_1_cederberg","Brabejum stellatifolium","Brabejum","Proteaceae","Brabejum stellatifolium","L.","Proteaceae",-32.13612,19.00322,"cederberg",2012-07-31,"SM",1,1200,1400,1300,1429424.657,4,"B",NA,NA,NA,NA,NA
"731_10_cederberg","Phylica ambigua","Phylica","Rhamnaceae","Phylica ambigua","Sond.","Rhamnaceae",-32.13759,18.97296,"cederberg",2012-07-31,"SM",10,200,240,180,33929.20066,4,"B",NA,NA,NA,NA,NA
"731_11_cederberg","Cliffortia polygonifolia","Cliffortia","Rosaceae","Cliffortia polygonifolia","L.","Rosaceae",-32.13759,18.97296,"cederberg",2012-07-31,"SM",11,50,100,80,6283.185307,4,"N",NA,NA,NA,NA,NA
"731_12_cederberg","Helichrysum scabrum","Helichrysum","Asteraceae","Helichrysum scabrum","Less.","Asteraceae",-32.13608,18.96837,"cederberg",2012-07-31,"SM",12,110,170,160,21362.83004,4,"B",NA,NA,NA,NA,NA
"731_13_cederberg","Euclea lancea","Euclea","Ebenaceae","Euclea lancea","Thunb.","Ebenaceae",-32.14967,18.94,"cederberg",2012-07-31,"SM",13,350,380,300,89535.39063,4,"N",NA,NA,NA,NA,NA
"731_14_cederberg","Rafnia diffusa","Rafnia","Fabaceae","Rafnia diffusa","Thunb.","Fabaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",14,25,70,50,2748.893572,4,"N",NA,NA,NA,NA,NA
"731_15_cederberg","Restio monanthos","Restio","Restionaceae","Restio monanthos","Mast.","Restionaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",15,60,45,35,1237.002107,2,"N",NA,NA,NA,NA,NA
"731_16_cederberg","Macrostylis tenuis","Macrostylis","Rutaceae","Macrostylis tenuis","E.Mey.","Rutaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",16,35,75,50,2945.243113,4,"N",NA,NA,NA,NA,NA
"731_17_cederberg","Protea laevis","Protea","Proteaceae","Protea laevis","R.Br.","Proteaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",17,15,130,110,11231.19374,4,"N",NA,NA,NA,NA,NA
"731_18_cederberg","Pentameris aristidoides","Pentameris","Poaceae","Pentameris aristidoides","(Thunb.) Galley & H.P.Linder","Poaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",18,40,45,45,1590.431281,0,"N",NA,NA,NA,NA,NA
"731_19_cederberg","Cannomois parviflora","Cannomois","Restionaceae","Cannomois parviflora","Pillans","Restionaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",19,85,110,90,7775.441818,1,"N",NA,NA,NA,NA,NA
"731_2_cederberg","Searsia angustifolia","Searsia","Anacardiaceae","Searsia angustifolia","(L.) F.A.Barkley","Anacardiaceae",-32.13612,19.00322,"cederberg",2012-07-31,"SM",2,235,380,293,87446.23151,4,"B",NA,NA,NA,NA,NA
"731_20_cederberg","Scabiosa columbaria","Scabiosa","Dipsacaceae","Scabiosa columbaria","L.","Caprifoliaceae",-32.15572,19.02604,"cederberg",2012-07-31,"SM",20,12,20,15,235.619449,2,"B",NA,NA,NA,NA,NA
"731_21_cederberg","Teedia pubescens","Teedia","Scrophulariaceae","Teedia pubescens","Burch.","Scrophulariaceae",-32.15404,19.02163,"cederberg",2012-07-31,"SM",21,17,33,15,388.7720909,4,"B",NA,NA,NA,NA,NA
"731_22_cederberg","Askidiosperma nitidum","Askidiosperma","Restionaceae","Askidiosperma nitidum","(Mast.) H.P.Linder","Restionaceae",-32.15426,19.0218,"cederberg",2012-07-31,"SM",22,105,50,35,1374.446786,0,"N",NA,NA,NA,NA,NA
"731_23_cederberg","Ehrharta calycina","Ehrharta","Poaceae","Ehrharta calycina","Sm.","Poaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",23,15,30,20,471.238898,0,"N",NA,NA,NA,NA,NA
"731_24_cederberg","Willdenowia incurvata","Willdenowia","Restionaceae","Willdenowia incurvata","(Thunb.) H.P.Linder","Restionaceae",-32.15289,19.03039,"cederberg",2012-07-31,"SM",24,140,170,150,20027.65317,4,"N",NA,NA,NA,NA,NA
"731_25_cederberg","Adromischus maculatus","Adromischus","Crassulaceae","Adromischus maculatus","Lem.","Crassulaceae",-32.15024,19.02998,"cederberg",2012-07-31,"SM",25,15,40,30,942.4777961,2,"N",NA,NA,NA,NA,NA
"731_26_cederberg","Othonna auriculifolia","Othonna","Asteraceae","Othonna auriculifolia","Licht. ex Less.","Asteraceae",-32.15024,19.02998,"cederberg",2012-07-31,"SM",26,1,8,8,50.26548246,0,"L",NA,NA,NA,NA,NA
"731_27_cederberg","Pelargonium triste","Pelargonium","Geraniaceae","Pelargonium triste","(L.) L'Hér.","Geraniaceae",-32.15024,19.02998,"cederberg",2012-07-31,"SM",27,10,36,35,989.6016859,0,"B",NA,NA,NA,NA,NA
"731_28_cederberg","Ehrharta bulbosa","Ehrharta","Poaceae","Ehrharta bulbosa","Sm.","Poaceae",-32.15024,19.02998,"cederberg",2012-07-31,"SM",28,20,20,15,235.619449,0,"N",NA,NA,NA,NA,NA
"731_29_cederberg","Crassula atropurpurea","Crassula","Crassulaceae","Crassula atropurpurea","D.Dietr.","Crassulaceae",-32.15024,19.02998,"cederberg",2012-07-31,"SM",29,20,40,30,942.4777961,4,"B",NA,NA,NA,NA,NA
"731_3_cederberg","Searsia tomentosa","Searsia","Anacardiaceae","Searsia tomentosa","(L.) F.A.Barkley","Anacardiaceae",-32.13612,19.00322,"cederberg",2012-07-31,"SM",3,300,350,280,76969.02001,4,"B",NA,NA,NA,NA,NA
"731_30_cederberg","Euryops tenuissimus","Euryops","Asteraceae","Euryops tenuissimus","(L.) DC.","Asteraceae",-32.15024,19.02998,"cederberg",2012-07-31,"SM",30,155,80,80,5026.548246,4,"N",NA,NA,NA,NA,NA
"731_31_cederberg","Calobota cytisoides","Calobota","Fabaceae","Calobota cytisoides","(P.J.Bergius) Eckl. & Zeyh.","Fabaceae",-32.13599,19.03575,"cederberg",2012-07-31,"SM",31,200,360,150,42411.50082,4,"B",NA,NA,NA,NA,NA
"731_4_cederberg","Clutia pulchella","Clutia","Euphorbiaceae","Clutia pulchella","L.","Peraceae",-32.13612,19.00322,"cederberg",2012-07-31,"SM",4,190,170,115,15354.53409,4,"N",NA,NA,NA,NA,NA
"731_5_cederberg","Ficinia brevifolia","Ficinia","Cyperaceae","Ficinia brevifolia","Nees ex Kunth","Cyperaceae",-32.13749,19.00669,"cederberg",2012-07-31,"SM",5,100,110,110,9503.317777,0,"N",NA,NA,NA,NA,NA
"731_6_cederberg","Ruschia dichroa","Ruschia","Aizoaceae","Ruschia dichroa","(Rolfe) L.Bolus","Aizoaceae",-32.13749,19.00669,"cederberg",2012-07-31,"SM",6,25,110,75,6479.534848,3,"N",NA,NA,NA,NA,NA
"731_7_cederberg","Secamone alpini","Secamone","Apocynaceae","Secamone alpini","Schult.","Apocynaceae",-32.13749,19.00669,"cederberg",2012-07-31,"SM",7,300,400,200,62831.85307,4,"N",NA,NA,NA,NA,NA
"731_8_cederberg","Cassine peragua","Cassine","Celastraceae","Cassine peragua","L.","Celastraceae",-32.13536,18.99055,"cederberg",2012-07-31,"SM",8,600,500,450,176714.5868,4,"N",NA,NA,NA,NA,NA
"731_9_cederberg","Erica plumosa","Erica","Ericaceae","Erica plumosa","Thunb.","Ericaceae",-32.13759,18.97296,"cederberg",2012-07-31,"SM",9,65,115,110,9935.286767,4,"B",NA,NA,NA,NA,NA
"622_1_hangklip","Erica cristata","Erica","Ericaceae","Erica cristata","Dulfer","Ericaceae",-34.30822,18.94459,"hangklip",2012-06-22,"TEM",1,45,30,20,471.238898,3,"N",0.60874614,59.95866781,98.49535602,-5.208524249,-27.22269443
"622_10_hangklip","Campylostachys cernua","Campylostachys","Stilbaceae","Campylostachys cernua","(L.f.) Kunth","Stilbaceae",-34.31973,18.96025,"hangklip",2012-06-22,"TEM",10,30,42,40,1319.468915,2,"B",0.678368435,52.58002481,77.50953927,-3.744663175,-29.08440289
"622_11_hangklip","Lachnospermum umbellatum","Lachnospermum","Asteraceae","Lachnospermum umbellatum","(D.Don) Pillans","Asteraceae",-34.31973,18.96025,"hangklip",2012-06-22,"TEM",11,20,30,20,471.238898,2,"B",0.759454465,46.92015243,61.78138995,-3.30697361,-30.65873353
"622_12_hangklip","Agapanthus walshii","Agapanthus","Agapanthaceae","Agapanthus walshii","L.Bolus","Amaryllidaceae",-34.32095,18.96193,"hangklip",2012-06-22,"TEM",12,15,23,20,361.2831552,0,"N",0.775428796,44.81876211,57.79868165,-5.02639839,-25.28081173
"622_13_hangklip","Wahlenbergia tenella","Wahlenbergia","Campanulaceae","Wahlenbergia tenella","(L.f.) Lammers","Campanulaceae",-34.32095,18.96193,"hangklip",2012-06-22,"TEM",13,34,5,3,11.78097245,1,"S",1.222993981,44.05853961,36.02514835,-2.192676686,-29.93091798
"622_14_hangklip","Protea scabra","Protea","Proteaceae","Protea scabra","R.Br.","Proteaceae",-34.32095,18.96193,"hangklip",2012-06-22,"TEM",14,25,60,60,2827.433388,1,"N",0.539847316,51.06876243,94.59852977,2.617991846,-26.36472588
"622_15_hangklip","Hypodiscus argenteus","Hypodiscus","Restionaceae","Hypodiscus argenteus","Mast.","Restionaceae",-34.32095,18.96193,"hangklip",2012-06-22,"TEM",15,95,120,110,10367.25576,0,"N",0.505097616,46.0142643,91.09974563,0.837858447,-28.81264343
"622_16_hangklip","Tetraria capillacea","Tetraria","Cyperaceae","Tetraria capillacea","(Thunb.) C.B.Clarke","Cyperaceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",16,60,80,75,4712.38898,0,"N",0.853674882,46.50069345,54.4711979,3.508058546,-26.89679133
"622_17_hangklip","Bobartia indica","Bobartia","Iridaceae","Bobartia indica","L.","Iridaceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",17,110,130,70,7147.123287,0,"N",0.709109584,47.56238492,67.0733918,0.559773801,-27.14980875
"622_18_hangklip","Berkheya barbata","Berkheya","Asteraceae","Berkheya barbata","(L.f.) Hutch.","Asteraceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",18,45,100,80,6283.185307,2,"B",0.857842367,42.14352435,49.12735247,2.792284335,-28.86158096
"622_19_hangklip","Tetraria fimbriolata","Tetraria","Cyperaceae","Tetraria fimbriolata","(Nees) C.B.Clarke","Cyperaceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",19,50,60,40,1884.955592,0,"N",0.525940266,45.29611362,86.12406492,3.082119036,-27.86200595
"622_2_hangklip","Elegia ebracteata","Elegia","Restionaceae","Elegia ebracteata","(Kunth) Moline & H.P.Linder","Restionaceae",-34.30822,18.94459,"hangklip",2012-06-22,"TEM",2,65,50,40,1570.796327,0,"N",0.236964059,44.61208177,188.2651824,-1.303589157,-30.34740756
"622_20_hangklip","Restio triticeus","Restio","Restionaceae","Restio triticeus","Rottb.","Restionaceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",20,60,25,20,392.6990817,2,"N",0.502712128,46.43656191,92.37207412,1.784717081,-27.48820654
"622_21_hangklip","Aspalathus ciliaris","Aspalathus","Fabaceae","Aspalathus ciliaris","L.","Fabaceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",21,45,100,45,3534.291735,4,"B",1.161488746,51.32912029,44.19252486,-0.937379096,-29.53733532
"622_22_hangklip","Aulax umbellata","Aulax","Proteaceae","Aulax umbellata","R.Br.","Proteaceae",-34.31967,18.96037,"hangklip",2012-06-22,"TEM",22,200,130,80,8168.140899,4,"N",0.801728701,49.42659327,61.65002355,0.633211648,-29.39052274
"622_23_hangklip","Osteospermum ilicifolium","Osteospermum","Asteraceae","Nephrotheca ilicifolia","(L.) B.Nord. & Källersjö","Asteraceae",-34.31625,18.95626,"hangklip",2012-06-22,"TEM",23,70,140,120,13194.68915,3,"B",1.328946771,36.25887232,27.2839162,-0.156000409,-30.90446239
"622_24_hangklip","Osteospermum polygaloides","Osteospermum","Asteraceae","Osteospermum polygaloides","Thunb.","Asteraceae",-34.31625,18.95626,"hangklip",2012-06-22,"TEM",24,100,20,20,314.1592654,1,"N",0.738938441,39.3249919,53.21822459,-3.248223333,-31.32407565
"622_25_hangklip","Capelio tomentosa","Capelio","Asteraceae","Capelio tomentosa","(Burm.f.) B.Nord.","Asteraceae",-34.31625,18.95626,"hangklip",2012-06-22,"TEM",25,45,50,50,1963.495408,1,"B",0.605643876,42.34107511,69.91084498,-2.835992221,-31.05023374
"622_26_hangklip","Syncarpha canescens","Syncarpha","Asteraceae","Syncarpha canescens","(L.) B.Nord.","Asteraceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",26,34,37,36,1046.150354,2,"B",1.094541639,46.39828212,42.39060486,-0.113896044,-32.4558861
"622_27_hangklip","Helichrysum litorale","Helichrysum","Asteraceae","Helichrysum litorale","Bolus","Asteraceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",27,14,50,45,1767.145868,3,"B",1.577725725,40.69517311,25.79356632,1.930613603,-31.89258394
"622_28_hangklip","Restio bifarius","Restio","Restionaceae","Restio bifarius","Mast.","Restionaceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",28,85,25,25,490.8738521,0,"N",0.205694446,46.78725141,227.4599643,-0.352813838,-29.83096048
"622_29_hangklip","Erica equisetifolia","Erica","Ericaceae","Erica equisetifolia","Salisb.","Ericaceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",29,25,24,18,339.2920066,4,"N",0.580172058,53.16413955,91.63512588,-5.603130278,-28.67728432
"622_3_hangklip","Erica coccinea","Erica","Ericaceae","Erica coccinea","L.","Ericaceae",-34.30822,18.94459,"hangklip",2012-06-22,"TEM",3,60,20,10,157.0796327,3,"B",0.572807028,53.80081201,93.9248462,-8.485810546,-29.25932852
"622_30_hangklip","Restio parvispiculus","Restio","Restionaceae","Restio parvispiculus","H.P.Linder & C.R.Hardy","Restionaceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",30,70,20,15,235.619449,4,"N",0.323058851,47.60629791,147.36107,-1.765758005,-26.63127922
"622_31_hangklip","Brunia fragarioides","Brunia","Bruniaceae","Brunia fragarioides","Willd.","Bruniaceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",31,80,30,28,659.7344573,4,"B",0.547935745,52.81326999,96.3858818,-7.53797274,-31.15123247
"622_32_hangklip","Restio bifurcus","Restio","Restionaceae","Restio bifurcus","Nees ex Mast.","Restionaceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",32,70,25,20,392.6990817,2,"N",0.220934684,47.0973582,213.1732213,-0.056124938,-29.3978113
"622_33_hangklip","Restio versatilis","Restio","Restionaceae","Restio versatilis","H.P.Linder","Restionaceae",-34.30349,18.94181,"hangklip",2012-06-22,"TEM",33,40,70,70,3848.451001,4,"N",0.382948382,47.26101653,123.4135428,-0.370438921,-29.26036974
"622_34_hangklip","Leucadendron microcephalum","Leucadendron","Proteaceae","Leucadendron microcephalum","Gand. & Schinz","Proteaceae",-34.30815,18.94456,"hangklip",2012-06-22,"TEM",34,150,95,90,6715.154297,4,"N",0.580197974,49.57577341,85.44630555,-0.589773289,-30.41196345
"622_35_hangklip","Thesium virgatum","Thesium","Santalaceae","Thesium virgatum","Lam.","Santalaceae",-34.32893,18.98018,"hangklip",2012-06-22,"TEM",35,36,30,20,471.238898,3,"N",0.857612312,43.87648951,51.16121692,-0.045354054,-30.92945176
"622_4_hangklip","Erica thomae","Erica","Ericaceae","Erica thomae","L.Bolus","Ericaceae",-34.30708,18.94287,"hangklip",2012-06-22,"TEM",4,55,65,40,2042.035225,4,"B",0.614510207,51.90284365,84.46213432,-5.283920438,-27.14564386
"622_5_hangklip","Diospyros glabra","Diospyros","Ebenaceae","Diospyros glabra","(L.) De Winter","Ebenaceae",-34.30708,18.94287,"hangklip",2012-06-22,"TEM",5,180,175,160,21991.14858,4,"N",0.974008388,51.74093619,53.12165361,-2.891804985,-29.03442414
"622_6_hangklip","Grubbia rosmarinifolia","Grubbia","Grubbiaceae","Grubbia rosmarinifolia","P.J.Bergius","Grubbiaceae",-34.30417,18.94262,"hangklip",2012-06-22,"TEM",6,75,10,10,78.53981634,3,"B",0.684735219,51.33269985,74.96722591,-7.468451579,-30.95964726
"622_7_hangklip","Ursinia quinquepartita","Ursinia","Asteraceae","Ursinia quinquepartita","N.E.Br.","Asteraceae",-34.31184,18.95015,"hangklip",2012-06-22,"TEM",7,75,30,20,471.238898,3,"N",1.070369531,44.41250048,41.49268005,-3.423494993,-30.22246069
"622_8_hangklip","Adenandra villosa","Adenandra","Rutaceae","Adenandra villosa","Lichtst. ex Roem. & Schult.","Rutaceae",-34.31625,18.95626,"hangklip",2012-06-22,"TEM",8,25,4,4,12.56637061,1,"N",1.241572085,45.36446027,36.537919,-4.455541529,-28.89906502
"622_9_hangklip","Euphorbia silenifolia","Euphorbia","Euphorbiaceae","Euphorbia silenifolia","Sweet","Euphorbiaceae",-34.31625,18.95626,"hangklip",2012-06-22,"TEM",9,10,20,12,188.4955592,1,"N",1.35729663,45.86462242,33.7911562,-2.398302656,-27.55380365
"626_1_hangklip","Restio similis","Restio","Restionaceae","Restio similis","Pillans","Restionaceae",-34.35272,18.93285,"hangklip",2012-06-26,"TEM",1,53,50,40,1570.796327,1,"N",0.291235054,46.61693045,160.0663441,0.8633169,-29.19477263
